inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,二级分类,性别,年级,类型,借阅月份,是否学期内,交互权重,DEPT,dept_book_preference,dept_cat1_preference
65161,794,25023,2020-12-01 14:31:20,2020-12-31 14:31:20,,0,虫子的世界,刘慈欣等著,北京理工大学出版社,当代作品（1949年~）,M,18,硕士,12,1,1.0,艺术学院,0.9999999900000002,0.1912586263552559
61354,357,34122,2021-12-15 15:12:13,2022-01-14 15:12:13,,0,经典中国艺术史,中国文物学会,黄山书社,方针政策及其阐述,F,20,本科,12,1,1.0,艺术学院,0.9999999900000002,0.3820243181065034
90370,1322,55351,2020-10-21 14:40:18,2020-11-20 14:40:18,2020-11-10 14:40:18,2,COMSOL Multiphysics工程实践与理论仿真:多物理场数值分析技术,"王刚, 安琳编著",电子工业出版社,信息处理（信息加工）,M,20,博士,10,1,1.4,机械工程学院,0.49999999875,0.3115819209030746
87140,852,51622,2021-06-24 10:52:34,2021-07-24 10:52:34,,0,"机器学习精讲:基础、算法及应用:foundations, algorithms and applications","(美) 杰瑞米·瓦特, (美) 雷萨·博哈尼, (美) 阿格洛斯·K.卡萨格罗斯著",机械工业出版社,自动推理、机器学习,M,19,硕士,6,1,1.0,电气工程学院,0.12244897956684714,0.321499800557154
100051,960,24466,2022-05-04 18:22:37,2022-06-03 18:22:37,2022-05-24 18:22:37,2,笑傲江湖.第2版,金庸,广州出版社,当代作品（1949年~）,M,20,硕士,5,1,1.4,艺术学院,0.12068965515160524,0.1912586263552559
91281,749,51246,2024-11-11 17:35:34,2024-12-11 17:35:34,2024-11-26 17:35:34,1,人工智能实战,(古) 阿纳达·佩雷兹·卡斯塔诺著,清华大学出版社,人工智能理论,M,24,本科,11,1,1.2,外国语学院,0.4999999975,0.03743068391849616
67593,1329,35076,2024-02-26 10:50:49,2024-03-27 10:50:49,,0,浮世绘艺术与明清版画的渊源研究,高云龙著,人民出版社,版画技法,M,20,博士,2,1,1.0,艺术学院,0.999999995,0.3820243181065034
106,415,22,2021-06-18 17:11:31,2021-07-18 17:11:31,2021-07-03 17:11:31,1,资本论,(德) 卡尔·马克思著,译林出版社,第一国际和巴黎公社时期(1864-1872年),F,20,本科,6,1,1.2,经济管理学院,0.9999999900000002,0.006356589147276967
88975,613,50027,2024-06-01 16:06:22,2024-07-01 16:06:22,,0,模拟电子技术基础教程学习指导与习题解析.第2版,主编王友仁,科学出版社,电子电路,M,22,本科,6,1,1.0,电气工程学院,0.9999999900000002,0.321499800557154
6847,712,3712,2024-08-27 20:50:07,2024-09-26 20:50:07,2024-09-11 20:50:07,1,人间值得,"(日) 中村恒子, 奥田弘美著",北京日报出版社,人生观、人生哲学,M,23,本科,8,0,1.2,数学学院,0.16666666638888888,0.03117441547962598
35655,266,22486,2022-04-16 21:08:40,2022-05-16 21:08:40,,0,陈忠实论:从文化角度考察,畅广元著,人民文学出版社,各体文学评论和研究,F,19,本科,4,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
82845,144,46143,2022-11-13 19:47:25,2022-12-13 19:47:25,,0,晶格动力学理论,"(德) M. 玻恩, 黄昆著",北京大学出版社,晶体的力学性质,M,19,本科,11,1,1.0,机械工程学院,0.9999999900000002,0.15451977401086295
9328,179,5307,2021-04-20 16:32:41,2021-05-20 16:32:41,2021-05-05 16:32:41,1,宗教哲学,单纯著,中国社会科学出版社,宗教理论、宗教思想,M,19,本科,4,1,1.2,土木工程学院,0.9999999900000002,0.05717367853277848
28884,871,17600,2021-11-16 09:11:57,2021-12-16 09:11:57,,0,文案三章:图书编辑业务手册,黄集伟著,译林出版社,编辑工作,F,19,硕士,11,1,1.0,人文学院,0.6666666644444444,0.026066167964813706
58945,1111,32939,2022-11-01 17:11:46,2022-12-01 17:11:46,,0,纯真年代,(美) 伊迪丝·华顿著,上海译文出版社, 北美洲,F,22,硕士,11,1,1.0,法学院,0.9999999900000002,0.19608567208235583
12993,224,7395,2022-05-12 12:25:13,2022-06-11 12:25:13,2022-05-27 12:25:13,1,组织行为学.第2版,李永瑞 ... [等] 编著,高等教育出版社,管理组织学,M,19,本科,5,1,1.2,人文学院,0.9999999900000002,0.06693915323508372
7911,501,4408,2021-10-31 15:06:58,2021-11-30 15:06:58,,0,微行为心理学,汪思源著,天地出版社,心理学,F,21,本科,10,1,1.0,外国语学院,0.9999999900000002,0.07024029574828909
90264,1338,50440,2021-11-15 12:01:18,2021-12-15 12:01:18,,0,MATLAB信号处理超级学习手册,史洁玉编著,人民邮电出版社,通信理论,M,21,博士,11,1,1.0,机械工程学院,0.4999999975,0.3115819209030746
60520,1333,33599,2021-01-12 17:54:22,2021-02-11 17:54:22,,0,作为表现和观念的“抽象”,漆麟著,人民出版社,艺术评论、欣赏,F,20,博士,1,1,1.0,艺术学院,0.999999995,0.3820243181065034
27810,193,16901,2021-09-06 16:56:27,2021-10-06 16:56:27,,0,现代金融创新史:从大萧条到美丽新世界:From great depression to brave new world,辛乔利著,社会科学文献出版社,世界金融、银行,M,19,本科,9,1,1.0,经济管理学院,0.999999995,0.23550387596862712
40099,219,24334,2022-09-21 19:31:53,2022-10-21 19:31:53,,0,陈忠实小说自选集.长篇小说卷,陈忠实,长江文艺出版社,当代作品（1949年~）,M,19,本科,9,1,1.0,土木工程学院,0.0961538461446006,0.2919093851126388
88815,123,49911,2021-07-27 12:05:17,2021-08-26 12:05:17,2021-08-16 12:05:17,2,电子电路分析与设计,Donald A. Neamen著,清华大学出版社,电子电路,M,18,本科,7,1,1.4,电子科学与工程学院,0.999999995,0.31316348195218274
3727,1133,2080,2024-03-01 14:11:20,2024-03-31 14:11:20,,0,斐多:柏拉图对话录之一,杨绛译注,三联书店,古代哲学(欧洲),M,23,硕士,3,1,1.0,机械工程学院,0.4999999975,0.04350282485863417
12135,1085,57887,2023-05-17 19:25:06,2023-06-16 19:25:06,,0,汽车转向/制动系统协同控制理论与应用,李果著,国防工业出版社,汽车结构部件,M,22,硕士,5,1,1.0,经济管理学院,0.249999999375,0.002635658914724596
37063,32,23291,2020-11-27 13:18:26,2020-12-27 13:18:26,,0,王安石集,"王兆鹏, 黄崇浩编选",凤凰出版社,作品综合集,F,18,本科,11,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
31528,875,19588,2021-12-08 12:39:53,2022-01-07 12:39:53,,0,汉语作为第二语言教学的汉字与汉字教学研究,主编张旺熹,商务印书馆,对外汉语教学,F,19,硕士,12,1,1.0,人文学院,0.9999999900000002,0.03909925194722056
16038,262,9357,2021-05-25 15:58:17,2021-06-24 15:58:17,,0,联邦党人文集:全新译本,"(美) 亚历山大·汉密尔顿, 约翰·杰伊, 詹姆斯·麦迪逊著",中国社会科学出版社, 美洲政治,F,19,本科,5,1,1.0,外国语学院,0.4999999975,0.05499075785556844
16975,1331,10701,2022-11-13 08:30:33,2022-12-13 08:30:33,,0,"犯罪预防:原理、观点与实践:principles, perspectives and practices","(澳) 亚当·苏通, 阿德里恩·切尼, 罗伯·怀特著",中国政法大学出版社,犯罪学,F,20,博士,11,1,1.0,法学院,0.9999999975,0.5291728212693332
39648,352,24789,2020-12-12 21:51:34,2021-01-11 21:51:34,,0,人间逍遥客,余华，迟子建，李佩甫等著,北京联合出版公司,当代作品（1949年~）,M,20,本科,12,1,1.0,自动化学院,0.9999999900000002,0.2270396270385686
46588,1140,27106,2024-06-18 12:58:57,2024-07-18 12:58:57,2024-07-03 12:58:57,1,沉默的大多数,王小波著,译林出版社,当代作品（1949年~）,F,23,硕士,6,1,1.2,能源与环境学院,0.0909090908815427,0.4103400093143681
64827,1269,36440,2020-12-09 20:38:21,2021-01-08 20:38:21,2020-12-29 20:38:21,2,宋代乐论研究,韩伟著,中国社会科学出版社,乐律学,M,18,博士,12,1,1.4,艺术学院,0.9999999966666667,0.3820243181065034
9620,1309,5541,2024-07-09 10:39:59,2024-08-08 10:39:59,,0,中古中国祆教信仰与丧葬,沈睿文著,上海古籍出版社,琐罗亚斯德教(袄教)、波斯教,F,19,博士,7,1,1.0,艺术学院,0.9999999987499999,0.09579362471229741
28644,42,55690,2021-03-27 19:29:25,2021-04-26 19:29:25,,0,网络编码原理,"黄佳庆, (加拿大) Zongpeng Li编著",国防工业出版社,计算机网络,F,18,本科,3,1,1.0,人文学院,0.4999999975,0.025140741883222687
51285,136,29980,2021-03-02 11:59:09,2021-04-01 11:59:09,2021-03-17 11:59:09,1,索拉里斯星,(波) 斯塔尼斯瓦夫·莱姆著,花城出版社, 东欧、中欧,F,18,本科,3,1,1.2,艺术学院,0.11764705875432525,0.1912586263552559
24976,458,28459,2023-03-02 21:37:28,2023-04-01 21:37:28,2023-03-22 21:37:28,2,名侦探的守则.第2版,(日) 东野圭吾著,南海出版公司, 日本,F,21,本科,3,1,1.4,经济管理学院,0.41666666631944443,0.3134883720925372
76473,45,43023,2022-03-20 14:54:57,2022-04-19 14:54:57,2022-04-04 14:54:57,1,张量初步和近代连续介质力学概论.第2版,李永池编著,中国科学技术大学出版社,向量（矢量）和张量分析,M,18,本科,3,1,1.2,土木工程学院,0.33333333277777777,0.14563106796085085
77126,632,43226,2024-01-12 11:32:17,2024-02-11 11:32:17,,0,概率论与数理统计.第5版,"盛骤, 谢式千, 潘承毅编",高等教育出版社,概率论、数理统计,M,22,本科,1,1,1.0,物理学院,0.9999999900000002,0.4408427876799523
14276,1249,8146,2024-11-29 14:39:55,2024-12-29 14:39:55,,0,携手共命运 同心促发展:在2108年中非合作论坛北京峰会开幕式上的主旨讲话,习近平,人民出版社,中国共产党、共产主义青年团,M,24,硕士,11,1,1.0,化学化工学院,0.49999999875,0.04562453253518606
58074,420,24692,2022-02-21 10:43:09,2022-03-23 10:43:09,,0,人生海海,麦家著,北京十月文艺出版社,当代作品（1949年~）,M,20,本科,2,1,1.0,外国语学院,0.02499999999375,0.4662661737501559
79941,377,44616,2024-02-20 11:50:40,2024-03-21 11:50:40,2024-03-06 11:50:40,1,流体力学通论,刘沛清著,科学出版社,流体力学,M,20,本科,2,1,1.2,能源与环境学院,0.9999999900000002,0.10083837913344006
63144,965,35239,2020-12-19 15:38:21,2021-01-18 15:38:21,2021-01-03 15:38:21,1,"历代名家册页,宋代人物",《历代名家册页》丛书编委会,浙江人民美术出版社,中国画,F,20,硕士,12,1,1.2,艺术学院,0.9999999900000002,0.3820243181065034
89322,726,30738,2024-10-17 16:48:10,2024-11-16 16:48:10,,0,五只小猪,(英) 阿加莎·克里斯蒂著,新星出版社, 英国,M,23,本科,10,1,1.0,信息科学与工程学院,0.15384615372781063,0.35027726432451417
89494,977,50319,2023-09-23 11:59:12,2023-10-23 11:59:12,2023-10-13 11:59:12,2,通信之道:从微积分到5G,杨学志编著,电子工业出版社,通信,M,21,硕士,9,1,1.4,信息科学与工程学院,0.7499999981250001,0.2571626617369289
51459,341,30040,2023-06-13 17:50:37,2023-07-13 17:50:37,,0,第三谎言,(匈牙利) 雅歌塔·克里斯多夫著,上海人民出版社, 东欧、中欧,M,20,本科,6,1,1.0,土木工程学院,0.9999999900000002,0.2919093851126388
57900,311,32574,2024-04-13 12:04:43,2024-05-13 12:04:43,,0,恩惠,(美) 托妮·莫里森著,南海出版公司, 北美洲,M,20,本科,4,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
22679,433,13495,2024-02-21 15:53:35,2024-03-22 15:53:35,2024-03-07 15:53:35,1,真实世界的经济学,周其仁著,中信出版集团,政治经济学,F,21,本科,2,1,1.2,经济管理学院,0.9999999900000002,0.23550387596862712
68693,296,15882,2022-03-08 09:38:23,2022-04-07 09:38:23,2022-03-28 09:38:23,2,区块链:通往资产数字化之路:unlocking digiatl cryptocurrencies,(美) 安德烈亚斯·安东诺普洛斯著,中信出版社,经纪人,M,20,本科,3,1,1.4,经济管理学院,0.4999999975,0.23550387596862712
57029,410,32080,2023-12-13 16:39:10,2024-01-12 16:39:10,,0,快乐影子之舞,(加拿大) 艾丽丝·门罗著,译林出版社, 北美洲,F,20,本科,12,1,1.0,人文学院,0.4999999975,0.39006709339061457
12501,52,56496,2021-07-01 19:55:27,2021-07-31 19:55:27,,0,土木工程伦理学,"王进, 彭妤琪著",武汉大学出版社,工业技术,F,18,本科,7,1,1.0,经济管理学院,0.6666666644444444,0.09751937984481004
68282,1254,38678,2024-09-21 13:23:30,2024-10-21 13:23:30,,0,奶酪与蛆虫:一个16世纪磨坊主的宇宙:The cosmos of a sixteenth-century miller,(意) 卡洛·金茨堡著,广西师范大学出版社,意大利,F,24,硕士,9,1,1.0,人文学院,0.9999999900000002,0.05753065473890836
64125,423,35898,2021-05-02 12:09:59,2021-06-01 12:09:59,2021-05-22 12:09:59,2,原来这么拍:超越构图,张千里著,人民邮电出版社,摄影造型艺术理论,M,20,本科,5,1,1.4,物理学院,0.9999999900000002,0.02323068611548768
8414,1305,4734,2023-03-28 12:57:56,2023-04-27 12:57:56,2023-04-12 12:57:56,1,你到底在怕什么:各种恐惧症以及如何克服恐惧症,吴婉绚著,台海出版社,心理过程与心理实践,M,19,博士,3,1,1.2,电气工程学院,0.9999999900000002,0.04188272836042328
61660,357,34246,2022-04-25 18:42:38,2022-05-25 18:42:38,2022-05-10 18:42:38,1,西方现代美术史,张坚著,上海人民美术出版社, 欧洲艺术,F,20,本科,4,1,1.2,艺术学院,0.8571428559183674,0.3820243181065034
3789,943,2083,2021-11-27 09:13:34,2021-12-27 09:13:34,,0,亚里士多德全集,苗力田主编,中国人民大学出版社,古代哲学(欧洲),F,20,硕士,11,1,1.0,人文学院,0.8888888879012344,0.2005089843447208
46455,1357,50365,2023-04-25 17:46:47,2023-05-25 17:46:47,2023-05-15 17:46:47,2,信号与系统,"(加) Simon Haykin, (美) Barry Van Veen著",电子工业出版社,通信理论,M,22,博士,4,1,1.4,土木工程学院,0.1111111109876543,0.24768069039860263
67481,702,38061,2024-04-10 21:00:04,2024-05-10 21:00:04,,0,明朝那些事儿.增补版,当年明月著,北京联合出版公司,南宋（1127~1279年）,F,23,本科,4,1,1.0,法学院,0.11764705875432525,0.029911373707478008
20906,1274,10278,2020-01-14 19:41:41,2020-02-13 19:41:41,2020-01-29 19:41:41,1,人工智能与法律的对话.2,"(德) 托马斯·威施迈耶, 蒂莫·拉德马赫编",上海人民出版社,行政法,M,18,博士,1,1,1.2,法学院,0.999999995,0.5291728212693332
82439,1143,45905,2024-03-07 13:46:36,2024-04-06 13:46:36,,0,高分子溶液,(美) 寺岗严著,科学出版社,高分子物理和高分子物理化学,M,23,硕士,3,1,1.0,能源与环境学院,0.9999999900000002,0.10083837913344006
21286,1007,12587,2024-01-15 20:10:11,2024-02-14 20:10:11,,0,执行工作指导.总第81辑 (2022.1),最高人民法院执行局编,人民法院出版社,司法制度,F,21,硕士,1,1,1.0,法学院,0.9999999900000002,0.5291728212693332
31472,365,19544,2024-05-23 17:29:51,2024-06-22 17:29:51,,0,亲爱的:时光向左，幸福向右,格言杂志社编,凤凰出版社,汉语读物,F,20,本科,5,1,1.0,人文学院,0.9999999900000002,0.03909925194722056
41724,453,21968,2024-02-25 21:56:06,2024-03-26 21:56:06,2024-03-16 21:56:06,2,再解读:大众文艺与意识形态.增订版,唐小兵编,北京大学出版社,文学评论和研究,F,21,本科,2,1,1.4,人文学院,0.9999999975,0.39006709339061457
2222,940,1302,2020-12-26 14:34:02,2021-01-25 14:34:02,2021-01-10 14:34:02,1,去圣乃得真孔子:《论语》纵横读,李零著,生活·读书·新知三联书店,儒家,F,20,硕士,12,1,1.2,人文学院,0.9999999900000002,0.2005089843447208
32462,684,28309,2023-12-04 21:21:15,2024-01-03 21:21:15,2023-12-19 21:21:15,1,恶意.第3版,(日) 东野圭吾著,南海出版公司, 日本,F,23,本科,12,1,1.2,信息科学与工程学院,0.09756097558596073,0.35027726432451417
82907,1224,46186,2024-06-21 16:25:13,2024-07-21 16:25:13,,0,星空的琴弦:天文学史话:astronomy stories,汪洁著,北京时代华文书局,天文学,F,23,硕士,6,1,1.0,艺术学院,0.4999999975,0.00213604995070303
48472,836,28585,2021-10-23 19:26:24,2021-11-22 19:26:24,2021-11-12 19:26:24,2,世界尽头与冷酷仙境,(日) 村上春树著,上海译文出版社, 日本,M,19,硕士,10,1,1.4,计算机科学与工程学院,0.09374999997070313,0.4067046173282309
24354,566,6615,2024-04-18 19:48:48,2024-05-18 19:48:48,2024-05-03 19:48:48,1,第二性,(法) 西蒙娜·德·波伏瓦著,上海译文出版社,社会生活与社会问题,F,21,本科,4,1,1.2,经济管理学院,0.14285714283163264,0.06031007751928634
66177,631,30827,2023-12-28 17:29:01,2024-01-27 17:29:01,,0,蜘蛛网,(英) 阿加莎·克里斯蒂著,新星出版社, 英国,F,22,本科,12,1,1.0,信息科学与工程学院,0.4999999975,0.35027726432451417
23824,391,14104,2022-11-26 21:51:01,2022-12-26 21:51:01,,0,中国宏观经济分析与预测 (2021年):新发展格局与高质量发展,中国季度宏观经济模型(CQMM) 课题组著,经济科学出版社,国民经济计划及其管理,M,20,本科,11,1,1.0,经济管理学院,0.9999999900000002,0.23550387596862712
80263,353,44818,2021-07-05 21:58:50,2021-08-04 21:58:50,,0,物理学史,"郭奕玲, 沈慧君编著",清华大学出版社,物理学,F,20,本科,7,1,1.0,数学学院,0.9999999900000002,0.4724536414929523
52430,424,30387,2022-08-31 21:09:52,2022-09-30 21:09:52,,0,鱼没有脚,(冰岛) 约恩·卡尔曼·斯特凡松著,四川文艺出版社, 北欧,F,20,本科,8,0,1.0,能源与环境学院,0.9999999900000002,0.4103400093143681
562,1288,310,2020-08-14 20:47:26,2020-09-13 20:47:26,2020-08-29 20:47:26,1,毛泽东诗词鉴赏.增订二版,主编臧克家,河南文艺出版社,毛泽东著作的学习和研究,M,19,博士,8,0,1.2,信息科学与工程学院,0.9999999900000002,0.008780036968556424
77636,762,43520,2020-11-24 16:36:13,2020-12-24 16:36:13,2020-12-14 16:36:13,2,贝叶斯网络学习、推理与应用,王双成著,立信会计出版社,数理统计,M,18,硕士,11,1,1.4,信息科学与工程学院,0.1999999996,0.12014787430656158
11874,316,6686,2022-06-11 21:33:58,2022-07-11 21:33:58,,0,性学入门,李银河编,上海三联书店,社会生活与社会问题,M,20,本科,6,1,1.0,信息科学与工程学院,0.4285714279591837,0.02241219963026245
88930,577,50002,2022-02-27 12:41:19,2022-03-29 12:41:19,2022-03-19 12:41:19,2,模拟电子技术基础学习指导及习题详解,"毕满清, 高文华主编",电子工业出版社,电子电路,M,21,本科,2,1,1.4,电子科学与工程学院,0.9999999900000002,0.31316348195218274
25345,784,24185,2020-12-21 09:49:24,2021-01-20 09:49:24,2021-01-05 09:49:24,1,呼兰河传,萧红著,北京联合出版公司,现代作品（1919~1949年）,F,18,硕士,12,1,1.2,化学化工学院,0.021052631576731304,0.3388182498104801
50970,331,29805,2021-10-12 19:26:07,2021-11-11 19:26:07,2021-11-01 19:26:07,2,白夜,Ф. М. Достоевский,上海译文出版社, 东欧、中欧,F,20,本科,10,1,1.4,信息科学与工程学院,0.2857142853061225,0.35027726432451417
50107,873,28811,2021-08-20 19:16:56,2021-09-19 19:16:56,,0,狱门岛,(日) 横沟正史著,南海出版公司, 日本,M,19,硕士,8,0,1.0,人文学院,0.1999999996,0.39006709339061457
61405,563,34141,2024-10-28 17:33:44,2024-11-27 17:33:44,,0,中国艺术史学理论与研究方法,"李倍雷, 赫云著",南京大学出版社,方针政策及其阐述,M,21,本科,10,1,1.0,艺术学院,0.9999999966666667,0.3820243181065034
15102,1376,8704,2024-10-16 15:12:17,2024-11-15 15:12:17,,0,数智化:数字政府、数字经济与数字社会大融合,"张建锋, 肖利华, 许诗军著",电子工业出版社,国家行政管理,F,22,博士,10,1,1.0,法学院,0.999999995,0.5291728212693332
76276,831,42885,2020-12-03 17:33:45,2021-01-02 17:33:45,2020-12-23 17:33:45,2,泛函分析:内容、方法与技巧,"孙清华, 侯谦民, 孙昊",华中科技大学出版社,泛函分析,F,19,硕士,12,1,1.4,数学学院,0.9999999900000002,0.4724536414929523
96809,642,24567,2024-06-11 20:08:07,2024-07-11 20:08:07,,0,倚天屠龙记,金庸 [著],广州出版社,当代作品（1949年~）,M,22,本科,6,1,1.0,电子科学与工程学院,0.079999999968,0.2990092002820276
37965,1376,23917,2024-04-03 11:58:57,2024-05-03 11:58:57,,0,鳄鱼,莫言 [著],浙江文艺出版社,话剧,F,22,博士,4,1,1.0,法学院,0.9999999900000002,0.19608567208235583
8879,780,5027,2021-01-18 18:04:19,2021-02-17 18:04:19,,0,你有你的计划，世界另有计划,万维钢著,电子工业出版社,个性心理学、人格心理学,F,18,硕士,1,1,1.0,电气工程学院,0.249999999375,0.04188272836042328
100472,1290,24364,2021-04-28 09:45:17,2021-05-28 09:45:17,2021-05-18 09:45:17,2,许三观卖血记,余华著,北京十月文艺出版社,当代作品（1949年~）,M,19,博士,4,1,1.4,土木工程学院,0.138297872325713,0.2919093851126388
43747,805,24473,2020-11-16 17:32:31,2020-12-16 17:32:31,,0,"陆小凤传奇.3,决战前后",古龙著,河南文艺出版社,当代作品（1949年~）,M,19,硕士,11,1,1.0,机械工程学院,0.1999999996,0.2824858757054167
72659,1057,30678,2023-04-14 13:11:26,2023-05-14 13:11:26,2023-05-04 13:11:26,2,傲慢与偏见,(英) 简·奥斯汀著,中国宇航出版社, 英国,F,22,硕士,4,1,1.4,土木工程学院,0.079999999992,0.2919093851126388
49657,1201,12114,2024-06-27 19:26:10,2024-07-27 19:26:10,,0,刑法学,《刑法学》编写组编,高等教育出版社,刑法,M,23,硕士,6,1,1.0,法学院,0.6666666659259258,0.5291728212693332
714,586,422,2022-11-08 09:55:21,2022-12-08 09:55:21,2022-11-23 09:55:21,1,敞开:人与动物,(意) 吉奥乔·阿甘本著,南京大学出版社,哲学理论,M,22,本科,11,1,1.2,人文学院,0.999999995,0.2005089843447208
23456,421,13861,2021-12-08 16:12:34,2022-01-07 16:12:34,,0,国富论,(英)亚当·斯密著,立信会计出版社,世界,F,20,本科,12,1,1.0,经济管理学院,0.2407407406961591,0.23550387596862712
56333,536,6157,2024-06-18 18:10:33,2024-07-18 18:10:33,,0,逃避自由,(美) 艾里希·弗洛姆著,人民文学出版社,社会结构和社会关系,F,21,本科,6,1,1.0,人文学院,0.124999999921875,0.06693915323508372
7811,725,4358,2024-08-22 18:10:26,2024-09-21 18:10:26,2024-09-06 18:10:26,1,心理咨询导论,(英) 约翰·麦克里奥德著,上海社会科学院出版社,心理学,M,23,本科,8,0,1.2,信息科学与工程学院,0.9999999900000002,0.05799445471335953
20248,864,11901,2020-12-23 21:56:13,2021-01-22 21:56:13,,0,中华人民共和国合同法:实用版.第7版,,中国法制出版社,婚姻法,F,19,硕士,12,1,1.0,法学院,0.49999999875,0.5291728212693332
14716,880,34559,2021-04-22 20:57:08,2021-05-22 20:57:08,2021-05-12 20:57:08,2,风格与世变:中国绘画十论,石守谦著,北京大学出版社,绘画艺术史,F,19,硕士,4,1,1.4,艺术学院,0.8333333326388889,0.3820243181065034
89025,516,50025,2024-07-16 11:00:04,2024-08-15 11:00:04,2024-08-05 11:00:04,2,电子技术基础:模拟部分.第7版,华中科技大学电子技术课程组编,高等教育出版社,电子电路,M,21,本科,7,1,1.4,电子科学与工程学院,0.249999999375,0.31316348195218274
29979,1061,38062,2024-08-23 16:28:17,2024-09-22 16:28:17,2024-09-12 16:28:17,2,明朝那些事儿,当年明月著,浙江人民出版社,南宋（1127~1279年）,M,22,硕士,8,0,1.4,土木工程学院,0.0999999999909091,0.049838187702157845
88542,977,3823,2022-08-19 18:39:04,2022-09-18 18:39:04,2022-09-03 18:39:04,1,人生只有一件事,金惟纯著,中信出版集团股份有限公司,人生观、人生哲学,M,21,硕士,8,0,1.2,信息科学与工程学院,0.249999999375,0.05799445471335953
43749,805,24474,2020-12-02 21:43:27,2021-01-01 21:43:27,,0,"陆小凤传奇.6,凤舞九天",古龙著,河南文艺出版社,当代作品（1949年~）,M,19,硕士,12,1,1.0,机械工程学院,0.4999999975,0.2824858757054167
46993,629,28271,2024-10-10 20:51:27,2024-11-09 20:51:27,,0,素食者,(韩) 韩江著,四川文艺出版社, 朝鲜,M,22,本科,10,1,1.0,人文学院,0.33333333277777777,0.39006709339061457
61827,1017,34353,2023-03-01 14:43:53,2023-03-31 14:43:53,2023-03-21 14:43:53,2,画家笔记:马蒂斯论创作,(法) 亨利·马蒂斯著,广西师范大学出版社,绘画理论,F,21,硕士,3,1,1.4,艺术学院,0.9999999900000002,0.3820243181065034
42933,1054,26101,2023-12-15 17:16:37,2024-01-14 17:16:37,,0,豹变,木心,广西师范大学出版社,当代作品（1949年~）,M,22,硕士,12,1,1.0,土木工程学院,0.4999999975,0.2919093851126388
28240,604,17173,2024-12-07 16:50:10,2025-01-06 16:50:10,,0,文化社会学.第5版,司马云杰著,华夏出版社,文化与其他学科的关系,F,22,本科,12,1,1.0,人文学院,0.6666666644444444,0.026066167964813706
6275,437,3503,2024-05-14 21:49:45,2024-06-13 21:49:45,,0,生活世界中的功利主义:哲学原理与历史实践:philosophical principles and historical practice,巫怀宇著,南京大学出版社,伦理学(道德哲学),M,21,本科,5,1,1.0,人文学院,0.4999999975,0.2005089843447208
94444,250,52768,2021-03-30 18:17:40,2021-04-29 18:17:40,2021-04-19 18:17:40,2,Python快速入门,(美) 娜奥米·赛德著,人民邮电出版社,程序设计、软件工程,F,19,本科,3,1,1.4,物理学院,0.16666666638888888,0.15613182063664977
7126,796,3966,2020-11-05 20:24:24,2020-12-05 20:24:24,,0,美学审丑读本,王洪岳主编,北京大学出版社,美学,M,18,硕士,11,1,1.0,艺术学院,0.9999999900000002,0.09579362471229741
95095,1351,53411,2022-09-01 20:29:55,2022-10-01 20:29:55,2022-09-21 20:29:55,2,Python代码整洁之道:编写优雅的代码:elegant coding in Python,(美) 苏尼尔·卡皮尔著,机械工业出版社,程序设计、软件工程,M,22,博士,9,1,1.4,机械工程学院,0.9999999900000002,0.3115819209030746
67678,372,38244,2021-01-06 17:24:45,2021-02-05 17:24:45,,0,五四的思想世界.增订本,高力克著,东方出版社,“五四”运动和中国共产党成立后（1919~1924年）,M,20,本科,1,1,1.0,信息科学与工程学院,0.9999999900000002,0.05776340110892384
96190,912,48103,2022-04-10 16:23:20,2022-05-10 16:23:20,2022-04-30 16:23:20,2,Simpack9入门教程与铁路应用仿真,周素霞编著,中国铁道出版社,机械动力学,M,20,硕士,4,1,1.4,自动化学院,0.9999999900000002,0.3776223776206172
34613,117,30220,2021-11-15 15:18:05,2021-12-15 15:18:05,2021-11-30 15:18:05,1,一个陌生女人的来信,(奥地利) 斯·茨威格著,人民文学出版社, 非洲文学,F,18,本科,11,1,1.2,外国语学院,0.03960396039211842,0.4662661737501559
76858,178,43169,2022-12-11 15:35:49,2023-01-10 15:35:49,2022-12-31 15:35:49,2,应用非线性动力系统与混沌导论,(英) 斯蒂芬·威金斯著,哈尔滨工业大学出版社,整体分析、流形上分析,M,19,本科,12,1,1.4,物理学院,0.9999999900000002,0.4408427876799523
25535,169,15270,2022-04-27 18:51:33,2022-05-27 18:51:33,,0,硅谷产品:36讲直通世界级产品经理,曲晓音著,电子工业出版社,世界各国企业经济,F,19,本科,4,1,1.0,电气工程学院,0.9999999900000002,0.036298364579033515
84321,902,47230,2020-10-14 21:57:45,2020-11-13 21:57:45,2020-10-29 21:57:45,1,工程断裂力学简明教程,"臧启山, 姚戈编著",中国科学技术大学出版社,工程塑性力学、工程弹性力学,M,20,硕士,10,1,1.2,土木工程学院,0.9999999900000002,0.24768069039860263
