inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,一级分类,二级分类,性别,DEPT,年级,类型
43661,1240,24891,2024-10-24 12:03:08,2024-11-23 12:03:08,2024-11-08 12:03:08,1,沧浪之水,阎真,人民文学出版社,文学,当代作品（1949年~）,M,土木工程学院,24,硕士
22529,385,13418,2024-01-03 19:18:20,2024-02-02 19:18:20,,0,财富、贫穷与政治,(美) 托马斯·索维尔著,浙江教育出版社,经济,政治经济学,M,电气工程学院,20,本科
72641,726,32417,2023-11-10 21:15:58,2023-12-10 21:15:58,,0,杀死一只知更鸟.第2版,(美国) 哈珀·李著,译林出版社,文学, 北美洲,M,信息科学与工程学院,23,本科
10959,219,6252,2022-03-03 09:29:25,2022-04-02 09:29:25,,0,沟通的方法,脱不花著,新星出版社,社会科学总论,社会结构和社会关系,M,土木工程学院,19,本科
27157,17,16510,2021-03-02 16:42:26,2021-04-01 16:42:26,,0,中央银行概论.第3版,陈学彬主编,高等教育出版社,经济,金融、银行理论,F,经济管理学院,18,本科
66798,1307,37746,2022-05-10 10:09:00,2022-06-09 10:09:00,,0,西周史.增补2版,许倬云著,生活·读书·新知三联书店,历史、地理,西周（公元前11世纪~公元前770年）,F,人文学院,19,博士
86534,181,48628,2021-11-13 21:52:22,2021-12-13 21:52:22,,0,中子输运理论数值计算方法,"谢仲生, 邓力著",西北工业大学出版社,工业技术,中子迁移理论,M,机械工程学院,19,本科
18243,1331,28577,2023-05-31 16:40:16,2023-06-30 16:40:16,,0,山月记,(日) 中岛敦著,中华书局,文学, 日本,F,法学院,20,博士
19286,1109,12764,2023-05-18 16:06:03,2023-06-17 16:06:03,,0,主观公法权利体系,(德) 格奥格·耶利内克著,中国政法大学出版社,政治、法律, 欧洲法律,M,法学院,22,硕士
14057,420,31618,2021-08-26 12:12:04,2021-09-25 12:12:04,2021-09-15 12:12:04,2,漂亮朋友,(法) 莫泊桑著,春风文艺出版社,文学, 法国,M,外国语学院,20,本科
89286,613,50188,2023-12-30 21:18:56,2024-01-29 21:18:56,,0,数字电子技术习题与解析,"姜萍萍, 孙虹编著",科学出版社,工业技术,数字电路,M,电气工程学院,22,本科
10985,262,28468,2021-11-01 18:13:02,2021-12-01 18:13:02,,0,你想活出怎样的人生,(日) 吉野源三郎著,南海出版社,文学, 日本,F,外国语学院,19,本科
6104,499,3408,2021-12-26 19:04:07,2022-01-25 19:04:07,,0,中华民族传统道德的传承及其当代价值,张晓昀著,中国书籍出版社,哲学、宗教,伦理学(道德哲学),F,人文学院,21,本科
22719,916,30406,2022-12-10 12:48:35,2023-01-09 12:48:35,2022-12-25 12:48:35,1,荷马史诗·伊利亚特,(古希腊) 荷马著,人民文学出版社,文学, 南欧（东南欧、西南欧）,M,经济管理学院,20,硕士
13983,1331,32017,2022-11-28 17:21:41,2022-12-28 17:21:41,,0,使女的故事,(加) 玛格丽特·阿特伍德著,上海译文出版社,文学, 北美洲,F,法学院,20,博士
73260,775,41788,2022-06-06 20:45:34,2022-07-06 20:45:34,,0,代数学引论.第3版,聂灵沼，丁石孙著,高等教育出版社,数理科学和化学,代数、数论、组合理论,M,经济管理学院,18,硕士
3740,437,2135,2024-06-07 13:23:22,2024-07-07 13:23:22,,0,剑桥柏拉图研究指南,(美) 理查德·克劳特编,北京师范大学出版社,哲学、宗教,古代哲学(欧洲),M,人文学院,21,本科
44052,901,26474,2021-01-14 12:40:41,2021-02-13 12:40:41,,0,将醒,君约作品,青岛出版社,文学,当代作品（1949年~）,F,土木工程学院,20,硕士
2230,940,2352,2021-11-24 13:51:05,2021-12-24 13:51:05,2021-12-14 13:51:05,2,尼采:在世纪的转折点上,周国平著,北京十月文艺出版社,哲学、宗教,德国哲学,F,人文学院,20,硕士
62817,589,34984,2022-10-08 10:22:57,2022-11-07 10:22:57,2022-10-28 10:22:57,2,素描基础,张恒国编著,人民邮电出版社,艺术,素描、速写技法,M,数学学院,22,本科
55420,850,31264,2022-04-27 15:41:56,2022-05-27 15:41:56,2022-05-12 15:41:56,1,一间只属于自己的房间,(英) 弗吉尼亚·伍尔夫著,天津人民出版社,文学, 英国,F,经济管理学院,19,硕士
67354,455,38095,2024-09-28 16:46:32,2024-10-28 16:46:32,,0,大明卷:明朝极简史艺术画集,刘明编著,人民邮电出版社,历史、地理,南宋（1127~1279年）,M,化学化工学院,21,本科
4246,334,2344,2022-05-28 14:36:24,2022-06-27 14:36:24,,0,查拉图斯特拉如是说:详注本,(德) 尼采著,生活·读书·新知三联书店,哲学、宗教,德国哲学,M,土木工程学院,20,本科
3350,174,31601,2021-04-19 21:26:41,2021-05-19 21:26:41,,0,局外人,(法) 阿尔贝·加缪著,湖南文艺出版社,文学, 法国,M,电气工程学院,19,本科
62571,886,33986,2020-09-13 11:25:54,2020-10-13 11:25:54,2020-09-28 11:25:54,1,法国人眼中的艺术史:十七至十八世纪艺术,(法) 艾黎·福尔著,吉林出版集团有限责任公司,艺术,艺术史、艺术思想史,F,艺术学院,19,硕士
32921,388,20639,2021-06-29 16:36:58,2021-07-29 16:36:58,2021-07-19 16:36:58,2,电力新能源英语,主编余樟亚，庄起敏,国防工业出版社,语言、文字,语文教学,M,能源与环境学院,20,本科
17577,274,10245,2021-11-02 12:04:43,2021-12-02 12:04:43,2021-11-22 12:04:43,2,票据法概论.第2版,谢怀栻著,法律出版社,政治、法律,行政法,F,人文学院,19,本科
61681,609,34246,2024-05-28 21:02:20,2024-06-27 21:02:20,,0,西方现代美术史,张坚著,上海人民美术出版社,艺术, 欧洲艺术,M,艺术学院,22,本科
87559,1354,47292,2023-12-13 18:54:39,2024-01-12 18:54:39,,0,ANSYS Fluent流体计算从入门到精通:2020版,丁伟等编著,机械工业出版社,工业技术,工程流体力学,M,能源与环境学院,22,博士
82771,1106,46092,2023-06-09 18:06:40,2023-07-09 18:06:40,,0,X射线衍射分析技术,"晋勇, 孙小松, 薛屺编著",国防工业出版社,数理科学和化学,仪器分析法（物理及物理化学分析法）,M,化学化工学院,22,硕士
50625,399,38817,2024-02-25 13:55:25,2024-03-26 13:55:25,2024-03-16 13:55:25,2,人类群星闪耀时,(奥) 斯蒂芬·茨威格著,北京理工大学出版社,历史、地理,世界人物传记,M,土木工程学院,20,本科
62197,952,34578,2021-11-07 19:55:39,2021-12-07 19:55:39,,0,宋代绘画研究十论,徐建融著,上海大学出版社,艺术,绘画艺术史,F,艺术学院,20,硕士
22931,171,13607,2021-04-08 17:06:33,2021-05-08 17:06:33,2021-04-23 17:06:33,1,经济学原理.微观经济学分册,(美) 曼昆著,北京大学出版社,经济,微观经济学,F,人文学院,19,本科
92942,607,43346,2024-08-13 16:55:49,2024-09-12 16:55:49,2024-09-02 16:55:49,2,随机数学基础,曹振华编,高等教育出版社,数理科学和化学,概率论（几率论、或然率论）,M,自动化学院,22,本科
20603,429,12133,2021-05-31 17:19:51,2021-06-30 17:19:51,,0,刑法学.第5版,刘宪权主编,上海人民出版社,政治、法律,刑法,F,法学院,20,本科
19234,1006,11281,2023-12-20 16:37:04,2024-01-19 16:37:04,2024-01-04 16:37:04,1,区域大气污染府际合作治理法律问题研究,杨治坤著,上海三联书店,政治、法律,行政法,M,法学院,21,硕士
102448,379,58221,2020-10-11 21:48:42,2020-11-10 21:48:42,2020-10-26 21:48:42,1,环境社会学,(加) 约翰·汉尼根著,中国人民大学出版社,环境科学、安全科学,人类、资源、能源与环境的关系,M,数学学院,20,本科
17359,1331,10125,2023-03-14 21:51:44,2023-04-13 21:51:44,,0,国家、战争与现代秩序:卡尔·施米特专辑,"主编吴彦, 黄涛",华东师范大学出版社,政治、法律,法的理论,F,法学院,20,博士
61309,1269,33285,2020-12-07 16:04:05,2021-01-06 16:04:05,2020-12-27 16:04:05,2,艺术社会学:Exploring fine and popular forms,(英) 维多利亚·D. 亚历山大著,江苏美术出版社,艺术,艺术理论,M,艺术学院,18,博士
54853,738,31349,2024-09-11 15:25:23,2024-10-11 15:25:23,2024-10-01 15:25:23,2,王尔德诗选.第2版,(英) 奥斯卡·王尔德著,福建教育出版社,文学, 英国,F,人文学院,24,本科
16049,289,9367,2023-06-29 11:43:18,2023-07-29 11:43:18,,0,后现代公共行政:话语指向:toward discourse.第2版,"(美) 查尔斯·J·福克斯, 休·T·米勒著",中国人民大学出版社,政治、法律, 美洲政治,M,人文学院,20,本科
6326,871,40861,2021-12-21 19:19:41,2022-01-20 19:19:41,,0,自然哲学,(德) 莫里茨·石里克著,商务印书馆,自然科学总论,科学的哲学原理,F,人文学院,19,硕士
47181,103,28414,2021-04-28 21:56:28,2021-05-28 21:56:28,,0,假面饭店.第2版,(日) 东野圭吾著,南海出版公司,文学, 日本,M,经济管理学院,18,本科
25726,108,5909,2021-11-04 16:13:07,2021-12-04 16:13:07,2021-11-19 16:13:07,1,STATA实用教程,"王天夫, 李博柏著",中国人民大学出版社,社会科学总论,统计技术设备,M,人文学院,18,本科
7022,469,3911,2023-06-21 19:53:15,2023-07-21 19:53:15,,0,素书,(汉) 黄石公著,上海三联书店,哲学、宗教,个人修养,F,人文学院,21,本科
88353,900,39596,2021-07-01 10:05:51,2021-07-31 10:05:51,,0,音乐使人自由,坂本龙一著,重庆大学出版社,历史、地理,各国人物传记,M,信息科学与工程学院,20,硕士
76287,612,42078,2024-11-20 09:40:15,2024-12-20 09:40:15,2024-12-05 09:40:15,1,抽象代数,"赵春来, 徐明曜编著",北京大学出版社,数理科学和化学,抽象代数（近世代数）,M,数学学院,22,本科
35818,435,22608,2022-08-07 16:22:19,2022-09-06 16:22:19,,0,获奖评论赏析:兼谈评论的写作技巧.修订版,刘保全编著,人民日报出版社,文学,各体文学评论和研究,M,土木工程学院,21,本科
48488,860,29079,2021-07-11 17:49:57,2021-08-10 17:49:57,,0,三灯书斋,(日) 陈舜臣著,中国画报出版社,文学, 日本,F,法学院,19,硕士
47263,170,28465,2020-09-13 21:52:43,2020-10-13 21:52:43,,0,武藏野,(日) 国木田独步著,文汇出版社,文学, 日本,F,能源与环境学院,19,本科
19976,1332,11701,2020-10-09 21:57:35,2020-11-08 21:57:35,,0,机器人法:构建人类未来新秩序,杨延超著,法律出版社,政治、法律,行政法,F,法学院,20,博士
96684,889,54277,2020-09-25 16:15:41,2020-10-25 16:15:41,2020-10-15 16:15:41,2,"薛定宇教授大讲堂.卷Ⅰ,MATLAB程序设计.Volume Ⅲ,MATLAB programming",薛定宇著,清华大学出版社,工业技术,程序语言、算法语言,M,机械工程学院,20,硕士
52252,118,30309,2021-05-11 10:09:40,2021-06-10 10:09:40,,0,鳗鱼的旅行,(瑞典) 帕特里克·斯文松著,湖南文艺出版社,文学, 北欧,F,外国语学院,18,本科
52724,154,30497,2022-09-07 11:29:31,2022-10-07 11:29:31,2022-09-22 11:29:31,1,看不见的城市,伊塔洛·卡尔维诺,译林出版社,文学, 南欧（东南欧、西南欧）,F,艺术学院,19,本科
81895,372,45594,2024-04-09 12:30:02,2024-05-09 12:30:02,2024-04-24 12:30:02,1,电动力学导论:翻译版,(美) 大卫 J. 格里菲斯著,机械工业出版社,数理科学和化学,电动力学,M,信息科学与工程学院,20,本科
87788,384,52839,2024-04-30 08:46:13,2024-05-30 08:46:13,2024-05-15 08:46:13,1,数据结构与算法分析:C语言描述,(美) 马克·艾伦·维斯著,机械工业出版社,工业技术,程序设计、软件工程,M,自动化学院,20,本科
61713,1215,33362,2024-11-21 17:07:09,2024-12-21 17:07:09,,0,艺术活动的功能,(爱莎尼亚) 斯托洛维奇著,学林出版社,艺术,艺术理论,F,艺术学院,23,硕士
80532,669,44937,2023-04-19 21:52:42,2023-05-19 21:52:42,,0,大学物理实验:全新版,主编马磊,重庆大学出版社,数理科学和化学,物理学,F,物理学院,22,本科
86666,373,48697,2023-02-17 11:58:24,2023-03-19 11:58:24,,0,电力电子技术学习指导习题集及仿真,"裴云庆, 卓放, 王兆安编著",机械工业出版社,工业技术,电工基础理论,M,电气工程学院,20,本科
66934,726,30087,2024-05-17 21:40:46,2024-06-16 21:40:46,,0,德米安:埃米尔·辛克莱年少时的故事:die Geschichte von Emil sinclairs jugend,(德) 赫尔曼·黑塞著,天津人民出版社,文学, 东欧、中欧,M,信息科学与工程学院,23,本科
17947,1347,10453,2024-03-12 15:17:37,2024-04-11 15:17:37,2024-03-27 15:17:37,1,过错侵权责任制度研究,张民安著,中国政法大学出版社,政治、法律,民法,F,法学院,21,博士
99414,1308,36109,2022-05-28 12:05:18,2022-06-27 12:05:18,2022-06-12 12:05:18,1,秩序感:装饰艺术的心理学研究:a study in the psychology of decorative art,(英) E. H. 贡布里希著,广西美术出版社,艺术,工艺美术理论,F,艺术学院,19,博士
101312,158,57390,2023-02-24 10:28:34,2023-03-26 10:28:34,,0,暖通空调设计指南与工程实例,江克林编著,中国电力出版社,工业技术,空气调节、采暖、通风及其设备,F,机械工程学院,19,本科
60886,965,33860,2022-01-18 16:55:06,2022-02-17 16:55:06,2022-02-07 16:55:06,2,人体造型与解剖画范,陈伟生著,人民美术出版社,艺术,艺术解剖学,F,艺术学院,20,硕士
67056,1312,30649,2023-11-16 21:27:08,2023-12-16 21:27:08,2023-12-06 21:27:08,2,美丽新世界,(英)阿道司·赫胥黎著,九州出版社,文学, 英国,M,能源与环境学院,20,博士
66508,416,57103,2022-04-16 10:33:12,2022-05-16 10:33:12,,0,大跨空间结构.第2版,本教材编审委员会组织编写,中国建筑工业出版社,工业技术,其他结构,M,机械工程学院,20,本科
54459,422,30875,2023-09-20 11:39:25,2023-10-20 11:39:25,,0,2061: 太空漫游,(英) 阿瑟·克拉克著,上海文艺出版社,文学, 英国,M,经济管理学院,20,本科
52663,311,30463,2022-05-17 12:59:06,2022-06-16 12:59:06,,0,十日谈:全译本,(意) 卜迦丘著,百花洲文艺出版社,文学, 南欧（东南欧、西南欧）,M,人文学院,20,本科
40668,349,24716,2021-08-25 17:30:42,2021-09-24 17:30:42,,0,天堂蒜薹之歌,莫言作品,浙江文艺出版社,文学,当代作品（1949年~）,M,能源与环境学院,20,本科
96752,353,42254,2022-08-24 21:37:56,2022-09-23 21:37:56,2022-09-13 21:37:56,2,离散数学及其应用,(美) 肯尼思·H. 罗森著,机械工业出版社,数理科学和化学,离散数学,F,数学学院,20,本科
28919,365,30344,2024-04-19 20:26:06,2024-05-19 20:26:06,,0,苏菲的世界,(挪) 乔斯坦·贾德著,作家出版社,文学, 北欧,F,人文学院,20,本科
74924,612,42469,2024-11-20 09:40:30,2024-12-20 09:40:30,2024-12-05 09:40:30,1,数学分析,(美) 汤姆·M. 阿波斯托尔著,机械工业出版社,数理科学和化学,数学分析,M,数学学院,22,本科
30665,1273,38212,2024-10-13 17:22:31,2024-11-12 17:22:31,2024-11-02 17:22:31,2,"大门口的陌生人:1839-1861年间华南的社会动乱:social disorder in south China, 1839-1861.增订版",(美) 魏斐德著,新星出版社,历史、地理,第一次鸦片战争及其以后（1840~1850年）,M,化学化工学院,18,博士
24490,917,30468,2021-03-01 21:09:32,2021-03-31 21:09:32,2021-03-16 21:09:32,1,失踪的孩子,(意) 埃莱娜·费兰特著,上海文艺出版社,文学, 南欧（东南欧、西南欧）,M,经济管理学院,20,硕士
94043,48,41892,2021-06-19 21:07:43,2021-07-19 21:07:43,2021-07-09 21:07:43,2,线性代数学习指导,"张小向, 陈建龙编",科学出版社,数理科学和化学,代数方程论、线性代数,M,电子科学与工程学院,18,本科
52351,311,38967,2022-04-09 21:13:49,2022-05-09 21:13:49,,0,南渡北归.增订版,岳南著,湖南文艺出版社,历史、地理,人物传记：按学科分,M,人文学院,20,本科
15008,786,8633,2021-01-22 15:18:03,2021-02-21 15:18:03,2021-02-11 15:18:03,2,区域政府竞争,"陈云贤, 顾文静著",北京大学出版社,政治、法律,地方各级人民政府,M,法学院,18,硕士
68782,229,39033,2021-07-17 13:59:22,2021-08-16 13:59:22,,0,民国岁月:那些文人大师们,欧阳悟道编著,中国言实出版社,历史、地理,人物传记：按学科分,F,经济管理学院,19,本科
101809,195,24397,2023-04-11 21:59:38,2023-05-11 21:59:38,2023-04-26 21:59:38,1,射雕英雄传,"金庸,",广州出版社,文学,当代作品（1949年~）,M,土木工程学院,19,本科
9964,854,5779,2021-07-28 17:08:22,2021-08-27 17:08:22,2021-08-12 17:08:22,1,大数据时代下的统计学,杨轶莘编著,电子工业出版社,社会科学总论,统计学,F,电气工程学院,19,硕士
36874,865,31628,2022-05-06 10:57:05,2022-06-05 10:57:05,,0,红与黑,(法) 司汤达著,上海译文出版社,文学, 法国,F,法学院,19,硕士
99338,132,55994,2021-01-08 10:21:29,2021-02-07 10:21:29,,0,面包教科书:世界面包冠军的经典配方,"王森, 朋福东, 龚鑫主编",中国轻工业出版社,工业技术,化妆品,F,法学院,18,本科
20948,254,12332,2021-03-02 17:53:47,2021-04-01 17:53:47,2021-03-22 17:53:47,2,行政诉讼法学,胡建淼著,法律出版社,政治、法律,诉讼法,F,人文学院,19,本科
67578,277,38169,2020-01-06 17:11:53,2020-02-05 17:11:53,,0,中国近现代史纲要教案:试用版,"赵朝峰, 周良书编",经济科学出版社,历史、地理,半殖民地、半封建社会（1840~1949年）,F,能源与环境学院,19,本科
14694,185,8428,2021-03-12 16:13:19,2021-04-11 16:13:19,,0,国家为什么会失败,(美) 德隆·阿西莫格鲁，(美) 詹姆斯·A. 罗宾逊著,湖南科学技术出版社,政治、法律,政治制度,M,经济管理学院,19,本科
77167,851,51509,2021-05-23 10:30:10,2021-06-22 10:30:10,2021-06-07 10:30:10,1,"写给新手的深度学习.2,用Python实现的循环神经网络RNN和VAE、GAN",(日) 我妻幸长著,中国水利水电出版社,工业技术,自动推理、机器学习,M,电气工程学院,19,硕士
17424,1112,28381,2022-12-02 15:00:38,2023-01-01 15:00:38,,0,点与线.第3版,(日) 松本清张著,南海出版公司,文学, 日本,M,法学院,22,硕士
36497,311,43210,2023-05-09 19:30:14,2023-06-08 19:30:14,2023-05-24 19:30:14,1,概率论与数理统计典型题解答指南,"主编李汉龙, 隋英, 李选海",机械工业出版社,数理科学和化学,概率论、数理统计,M,人文学院,20,本科
44147,927,24357,2023-02-12 21:43:24,2023-03-14 21:43:24,2023-03-04 21:43:24,2,檀香刑,莫言作品,浙江文艺出版社,文学,当代作品（1949年~）,F,外国语学院,20,硕士
80442,552,44795,2022-01-07 19:20:47,2022-02-06 19:20:47,2022-01-27 19:20:47,2,物理学 (第七版) 习题分析与解答,马文蔚主编,高等教育出版社,数理科学和化学,物理学,M,电气工程学院,21,本科
22522,339,30751,2022-08-15 19:10:28,2022-09-14 19:10:28,2022-09-04 19:10:28,2,刀锋,(英) 毛姆著,上海译文出版社,文学, 英国,F,人文学院,20,本科
46202,713,30474,2023-10-14 17:00:12,2023-11-13 17:00:12,,0,神曲,(意) 但丁著,人民文学出版社,文学, 南欧（东南欧、西南欧）,M,电子科学与工程学院,23,本科
22811,103,13562,2022-01-07 19:14:40,2022-02-06 19:14:40,2022-01-27 19:14:40,2,经济学原理.宏观经济学分册,(美) 曼昆著,北京大学出版社,经济,宏观经济学,M,经济管理学院,18,本科
77082,463,43202,2022-09-07 16:02:44,2022-10-07 16:02:44,2022-09-27 16:02:44,2,概率论与数理统计解题方法技巧归纳.第2版,毛纲源编著,华中科技大学出版社,数理科学和化学,概率论、数理统计,M,电子科学与工程学院,21,本科
83262,416,46452,2021-08-29 18:32:19,2021-09-28 18:32:19,2021-09-13 18:32:19,1,性的进化,(美) 贾雷德·戴蒙德著,天津科学技术出版社,生物科学,进化论、生物系统发育,M,机械工程学院,20,本科
9255,943,24378,2022-06-14 17:40:42,2022-07-14 17:40:42,,0,额尔古纳河右岸,迟子建著,人民文学出版社,文学,当代作品（1949年~）,F,人文学院,20,硕士
69044,1305,39107,2022-11-19 19:42:08,2022-12-19 19:42:08,2022-12-09 19:42:08,2,心若菩提,曹德旺著,人民出版社,历史、地理,人物传记：按学科分,M,电气工程学院,19,博士
87470,1192,49176,2024-03-04 20:34:01,2024-04-03 20:34:01,2024-03-24 20:34:01,2,动态电力系统的理论和分析,"倪以信, 陈寿孙, 张宝霖著",清华大学出版社,工业技术,理论与分析,M,电气工程学院,23,硕士
100739,157,10272,2022-03-11 13:07:00,2022-04-10 13:07:00,,0,环境法新视野.第3版,吕忠梅著,中国政法大学出版社,政治、法律,行政法,F,人文学院,19,本科
79195,388,44250,2021-10-22 19:40:48,2021-11-21 19:40:48,,0,Origin 8.0实用教程:科技作图与数据分析,肖信编著,中国电力出版社,数理科学和化学,数值软件,M,能源与环境学院,20,本科
82694,1338,46038,2024-06-23 11:27:34,2024-07-23 11:27:34,,0,电化学教程,"郭鹤桐, 覃奇贤编著",天津大学出版社,数理科学和化学,电化学、电解、磁化学,M,机械工程学院,21,博士
2733,281,1605,2022-08-11 08:21:14,2022-09-10 08:21:14,,0,九龙湖校区图书馆存包柜,流通阅览部,流通阅览部,哲学、宗教,法家,F,经济管理学院,19,本科
76009,423,42821,2021-11-03 11:17:28,2021-12-03 11:17:28,2021-11-18 11:17:28,1,偏微分方程,"张振宇, 张立柱编著",复旦大学出版社,数理科学和化学,微分方程、积分方程,M,物理学院,20,本科
70836,1302,40409,2020-10-21 14:10:19,2020-11-20 14:10:19,,0,礼乐文明与生活政治:《礼记》与儒家政治哲学范式研究,朱承著,人民出版社,历史、地理,中国风俗习惯,M,人文学院,19,博士
57235,83,32200,2021-11-12 18:06:14,2021-12-12 18:06:14,,0,天下骏马,(美) 科马克·麦卡锡著,重庆出版社,文学, 北美洲,F,外国语学院,18,本科
83383,126,46529,2021-06-02 19:18:35,2021-07-02 19:18:35,,0,天然产物生物合成:化学原理与酶学机制:chemical logic and enzymatic machinery,"(美) 克里斯托弗 T·沃尔什, 唐奕主编",化学工业出版社,生物科学,植物生理学,M,化学化工学院,18,本科
98820,652,55651,2024-11-17 21:56:14,2024-12-17 21:56:14,2024-12-02 21:56:14,1,计算机网络习题与实验指导,周奇 ... [等] 编著,清华大学出版社,工业技术,计算机网络,M,信息科学与工程学院,22,本科
69665,958,1452,2021-01-24 10:38:15,2021-02-23 10:38:15,2021-02-13 10:38:15,2,庄子的思想世界,杨国荣著,华东师范大学出版社,哲学、宗教,道家,F,艺术学院,20,硕士
48438,633,28544,2023-04-08 11:38:16,2023-05-08 11:38:16,2023-04-28 11:38:16,2,雪国,(日) 川端康成著,青岛出版社,文学, 日本,M,电子科学与工程学院,22,本科
102409,1140,58191,2024-08-27 15:52:53,2024-09-26 15:52:53,2024-09-11 15:52:53,1,生态毒理学基础,孟紫强主编,中国环境出版集团,环境科学、安全科学,生态系统与污染生态学,F,能源与环境学院,23,硕士
54930,1012,30725,2021-11-20 13:01:44,2021-12-20 13:01:44,,0,呼啸山庄,(英) 艾米莉·勃朗特著,北京理工大学出版社,文学, 英国,F,人文学院,21,硕士
39587,287,24436,2024-05-02 21:42:31,2024-06-01 21:42:31,2024-05-17 21:42:31,1,异兽志,颜歌著,湖南文艺出版社,文学,当代作品（1949年~）,M,土木工程学院,20,本科
91559,192,51490,2021-12-12 21:36:20,2022-01-11 21:36:20,,0,机器学习,周志华著,清华大学出版社,工业技术,自动推理、机器学习,M,物理学院,19,本科
63519,136,35493,2022-04-13 21:49:55,2022-05-13 21:49:55,,0,守望者,编剧 (英) 阿兰·摩尔,世界图书出版公司北京公司,艺术,各种画：按用途分,F,艺术学院,18,本科
10860,210,6191,2021-01-10 18:45:20,2021-02-09 18:45:20,,0,数码人类学,"(英) 丹尼尔·米勒, (澳) 希瑟·霍斯特主编",人民出版社,社会科学总论,社会结构和社会关系,M,外国语学院,19,本科
48778,473,29125,2024-04-30 16:49:54,2024-05-30 16:49:54,,0,密室黄金时代的杀人事件,(日) 鸭崎暖炉著,北京日报出版社,文学, 日本,M,能源与环境学院,21,本科
21500,867,12717,2020-10-15 11:36:23,2020-11-14 11:36:23,2020-10-30 11:36:23,1,刑法总论讲义,(日) 前田雅英著,北京大学出版社,政治、法律,各国法律,F,法学院,19,硕士
34140,495,31653,2023-10-04 21:56:33,2023-11-03 21:56:33,2023-10-19 21:56:33,1,情人,(法) 玛格丽特·杜拉斯著,上海译文出版社,文学, 法国,M,人文学院,21,本科
12968,15,5960,2020-10-27 18:23:00,2020-11-26 18:23:00,2020-11-16 18:23:00,2,西方社会学理论,"杨善华, 谢立中主编",北京大学出版社,社会科学总论,社会学,F,人文学院,18,本科
47567,50,28658,2021-07-06 12:23:11,2021-08-05 12:23:11,,0,零的焦点.第2版,(日) 松本清张著,南海出版公司,文学, 日本,M,物理学院,18,本科
6345,940,3335,2021-05-17 15:12:22,2021-06-16 15:12:22,2021-06-06 15:12:22,2,正当与善,(英) 戴维·罗斯著,上海译文出版社,哲学、宗教,伦理学(道德哲学),F,人文学院,20,硕士
78573,808,43934,2021-10-26 14:38:53,2021-11-25 14:38:53,,0,ANSYS Workbench 17.0结构仿真分析从入门到精通,CAE应用联盟组编,机械工业出版社,数理科学和化学,数值分析,M,机械工程学院,19,硕士
27273,388,16455,2022-08-21 15:58:39,2022-09-20 15:58:39,2022-09-05 15:58:39,1,股票看盘从入门到精通,金戈,人民邮电出版社,经济,金融、银行理论,M,能源与环境学院,20,本科
97825,333,54985,2022-05-08 14:59:10,2022-06-07 14:59:10,2022-05-23 14:59:10,1,微型计算机原理典型题解析及自测试题,"乔瑞萍, 欧文编",西北工业大学出版社,工业技术,微型计算机,M,信息科学与工程学院,20,本科
98359,1029,55352,2022-12-01 19:19:05,2022-12-31 19:19:05,2022-12-21 19:19:05,2,"MATLAB原理与工程应用:with Applications from Mechanical,Aerospace,Electrical,and Civil Engineering Se",(美) Edward B.Magrab... [等] 著,电子工业出版社,工业技术,信息处理（信息加工）,M,机械工程学院,22,硕士
74817,527,42433,2024-05-14 21:04:17,2024-06-13 21:04:17,,0,数学分析新讲.第二册.第2版,张筑生编著,北京大学出版社,数理科学和化学,数学分析,M,数学学院,21,本科
845,1440,21546,2024-05-15 22:00:44,2024-06-14 22:00:44,,0,叙事学研究:理论、阐释、跨媒介,邓颖玲主编,北京大学出版社,文学,文学语言,F,人文学院,24,博士
52175,1303,30224,2024-10-22 11:36:36,2024-11-21 11:36:36,,0,城堡,(奥) 弗兰茨·卡夫卡著,中国画报出版社,文学, 非洲文学,M,能源与环境学院,19,博士
36597,495,22981,2023-12-04 21:57:04,2024-01-03 21:57:04,2023-12-19 21:57:04,1,中国当代文学史新稿.第2版,"董健, 丁帆, 王彬彬主编",北京师范大学出版社,文学,文学史、文学思想史,M,人文学院,21,本科
63854,471,10738,2022-04-16 19:52:23,2022-05-16 19:52:23,2022-05-01 19:52:23,1,迷案重现:没药花园,何袜皮[著],湖南文艺出版社,政治、法律,犯罪学,M,法学院,21,本科
5523,1173,2946,2024-06-30 20:45:52,2024-07-30 20:45:52,2024-07-15 20:45:52,1,知识考古学,(法) 米歇尔·福柯著,生活·读书·新知三联书店,哲学、宗教,法国哲学,M,电子科学与工程学院,23,硕士
37440,237,23558,2023-05-29 15:19:38,2023-06-28 15:19:38,,0,杜甫诗,张忠纲选注,中华书局,文学,古代至近代作品（~1919年）,M,能源与环境学院,19,本科
13193,354,13607,2021-06-09 12:36:54,2021-07-09 12:36:54,,0,经济学原理.微观经济学分册,(美) 曼昆著,北京大学出版社,经济,微观经济学,M,自动化学院,20,本科
15992,1331,9327,2022-06-08 21:18:10,2022-07-08 21:18:10,,0,法令不能改变社会,(法) 米歇尔·克罗齐耶著,格致出版社,政治、法律, 欧洲政治,F,法学院,20,博士
15098,1108,8702,2024-02-26 14:05:17,2024-03-27 14:05:17,,0,数字治理:中国城市视角,"冯奎, 唐鹏, 郭巍著",电子工业出版社,政治、法律,国家行政管理,M,法学院,22,硕士
