user_id,性别,DEPT,年级,类型,DEPT_encoded,dept_avg_renew,user_dept_avg_cat1_pref
779,M,电气工程学院,18,硕士,10,0.5771838851216593,0.2672516952522248
780,F,电气工程学院,18,硕士,10,0.5771838851216593,0.1067110451387584
781,F,电气工程学院,18,硕士,10,0.5771838851216593,0.17850019944085163
782,M,电气工程学院,18,硕士,10,0.5771838851216593,0.3096092844784125
783,F,外国语学院,18,硕士,4,0.4865988909426987,0.37068699938214406
784,F,化学化工学院,18,硕士,2,0.5572176514584891,0.23278982797133296
785,F,法学院,18,硕士,7,0.4060192023633678,0.4607041936925538
786,M,法学院,18,硕士,7,0.4060192023633678,0.28237148147325486
787,M,法学院,18,硕士,7,0.4060192023633678,0.3113306253071554
788,M,人文学院,18,硕士,0,0.4201434410426467,0.1303514048481039
789,M,人文学院,18,硕士,0,0.4201434410426467,0.18599202750734906
790,F,艺术学院,18,硕士,14,0.5142951035162668,0.16454039716418203
791,F,艺术学院,18,硕士,14,0.5142951035162668,0.20237704020122294
792,F,艺术学院,18,硕士,14,0.5142951035162668,0.2079978639497075
793,F,艺术学院,18,硕士,14,0.5142951035162668,0.3103766646318234
794,M,艺术学院,18,硕士,14,0.5142951035162668,0.16408236331847748
795,F,艺术学院,18,硕士,14,0.5142951035162668,0.2092991902387083
796,M,艺术学院,18,硕士,14,0.5142951035162668,0.20367889312975793
797,F,艺术学院,18,硕士,14,0.5142951035162668,0.11763102842970982
798,M,艺术学院,18,硕士,14,0.5142951035162668,0.13131230145667985
799,F,艺术学院,18,硕士,14,0.5142951035162668,0.142837281023047
800,F,艺术学院,18,硕士,14,0.5142951035162668,0.185955845009105
801,M,艺术学院,18,硕士,14,0.5142951035162668,0.147154671924394
802,F,艺术学院,18,硕士,14,0.5142951035162668,0.11501807426862468
803,F,艺术学院,18,硕士,14,0.5142951035162668,0.14802904401959935
804,F,艺术学院,18,硕士,14,0.5142951035162668,0.19832402234604285
805,M,机械工程学院,19,硕士,6,0.7081920903954803,0.24997543601010203
806,F,机械工程学院,19,硕士,6,0.7081920903954803,0.22741458165122735
807,M,机械工程学院,19,硕士,6,0.7081920903954803,0.20666666666608288
808,M,机械工程学院,19,硕士,6,0.7081920903954803,0.2203154425605829
809,F,机械工程学院,19,硕士,6,0.7081920903954803,0.24786566227174175
810,M,机械工程学院,19,硕士,6,0.7081920903954803,0.20403085614892386
811,M,机械工程学院,19,硕士,6,0.7081920903954803,0.24312063808505596
812,M,能源与环境学院,19,硕士,12,0.6686073591057289,0.11681027790688525
813,M,能源与环境学院,19,硕士,12,0.6686073591057289,0.19709940092786118
814,M,能源与环境学院,19,硕士,12,0.6686073591057289,0.14656446811492568
815,M,能源与环境学院,19,硕士,12,0.6686073591057289,0.2340587766871061
816,F,信息科学与工程学院,19,硕士,1,0.7051756007393716,0.15628325771542897
817,M,信息科学与工程学院,19,硕士,1,0.7051756007393716,0.23197781885343813
818,F,信息科学与工程学院,19,硕士,1,0.7051756007393716,0.34047572721003155
819,M,信息科学与工程学院,19,硕士,1,0.7051756007393716,0.3408689692405259
820,M,信息科学与工程学院,19,硕士,1,0.7051756007393716,0.17553507150460465
821,M,土木工程学院,19,硕士,3,0.6401294498381876,0.2378101402368116
822,M,土木工程学院,19,硕士,3,0.6401294498381876,0.15396875108711605
823,M,土木工程学院,19,硕士,3,0.6401294498381876,0.16567617926805484
824,M,土木工程学院,19,硕士,3,0.6401294498381876,0.209830683363367
825,M,土木工程学院,19,硕士,3,0.6401294498381876,0.15502447929598948
826,M,土木工程学院,19,硕士,3,0.6401294498381876,0.13559870550132558
827,F,电子科学与工程学院,19,硕士,9,0.5672328379334749,0.19761554793332003
828,M,电子科学与工程学院,19,硕士,9,0.5672328379334749,0.14192107767721948
829,M,电子科学与工程学院,19,硕士,9,0.5672328379334749,0.263453939607466
830,M,数学学院,19,硕士,5,0.6766998118785272,0.24665188569314708
831,F,数学学院,19,硕士,5,0.6766998118785272,0.22308034593143886
832,F,数学学院,19,硕士,5,0.6766998118785272,0.1791272420130815
833,M,数学学院,19,硕士,5,0.6766998118785272,0.12400967481826389
834,M,自动化学院,19,硕士,13,0.6293706293706294,0.2380979020967921
835,M,自动化学院,19,硕士,13,0.6293706293706294,0.26043123543002134
836,M,计算机科学与工程学院,19,硕士,15,0.7337128399746996,0.34899308318319994
837,M,计算机科学与工程学院,19,硕士,15,0.7337128399746996,0.22674563471384002
838,M,计算机科学与工程学院,19,硕士,15,0.7337128399746996,0.23906107245614483
839,M,物理学院,19,硕士,8,0.5721231766612642,0.15260940032332465
840,M,物理学院,19,硕士,8,0.5721231766612642,0.26826862095549525
841,M,物理学院,19,硕士,8,0.5721231766612642,0.14289573203596492
842,F,经济管理学院,19,硕士,11,0.5593798449612403,0.18995201181218244
843,M,经济管理学院,19,硕士,11,0.5593798449612403,0.16738305265945713
844,F,经济管理学院,19,硕士,11,0.5593798449612403,0.09619699042392746
845,F,经济管理学院,19,硕士,11,0.5593798449612403,0.2728682170538405
846,M,经济管理学院,19,硕士,11,0.5593798449612403,0.0951233262859695
847,F,经济管理学院,19,硕士,11,0.5593798449612403,0.15124400147632514
848,F,经济管理学院,19,硕士,11,0.5593798449612403,0.08594514013105338
849,F,经济管理学院,19,硕士,11,0.5593798449612403,0.12413132694919196
850,F,经济管理学院,19,硕士,11,0.5593798449612403,0.15364866640365088
851,M,电气工程学院,19,硕士,10,0.5771838851216593,0.2474616528256438
852,M,电气工程学院,19,硕士,10,0.5771838851216593,0.22476197082860697
853,M,电气工程学院,19,硕士,10,0.5771838851216593,0.2271179159881708
854,F,电气工程学院,19,硕士,10,0.5771838851216593,0.20451157810679874
855,M,化学化工学院,19,硕士,2,0.5572176514584891,0.1544951383683284
856,F,法学院,19,硕士,7,0.4060192023633678,0.22578676349868043
857,F,法学院,19,硕士,7,0.4060192023633678,0.43732429599195
858,M,法学院,19,硕士,7,0.4060192023633678,0.3496312296385767
859,F,法学院,19,硕士,7,0.4060192023633678,0.22886436701669446
860,F,法学院,19,硕士,7,0.4060192023633678,0.268722304283108
861,F,法学院,19,硕士,7,0.4060192023633678,0.4008919440965215
862,F,法学院,19,硕士,7,0.4060192023633678,0.25453489209882035
863,F,法学院,19,硕士,7,0.4060192023633678,0.48779410213035074
864,F,法学院,19,硕士,7,0.4060192023633678,0.47685376661654943
865,F,法学院,19,硕士,7,0.4060192023633678,0.2887463072372808
866,M,法学院,19,硕士,7,0.4060192023633678,0.1793561405356469
867,F,法学院,19,硕士,7,0.4060192023633678,0.12197864912022598
868,F,法学院,19,硕士,7,0.4060192023633678,0.4037112259963004
869,F,人文学院,19,硕士,0,0.4201434410426467,0.2039976937792901
870,M,人文学院,19,硕士,0,0.4201434410426467,0.26319503354649243
871,F,人文学院,19,硕士,0,0.4201434410426467,0.13645750323460168
872,M,人文学院,19,硕士,0,0.4201434410426467,0.1964744513398898
873,M,人文学院,19,硕士,0,0.4201434410426467,0.3629722439934047
874,F,人文学院,19,硕士,0,0.4201434410426467,0.20004627130392533
875,F,人文学院,19,硕士,0,0.4201434410426467,0.199708216114303
876,F,人文学院,19,硕士,0,0.4201434410426467,0.15160117991813712
877,F,人文学院,19,硕士,0,0.4201434410426467,0.20041624649899176
878,F,人文学院,19,硕士,0,0.4201434410426467,0.3271149841903855
879,F,人文学院,19,硕士,0,0.4201434410426467,0.07785422335813494
880,F,艺术学院,19,硕士,14,0.5142951035162668,0.24400771078419511
881,M,艺术学院,19,硕士,14,0.5142951035162668,0.2769470916853813
882,F,艺术学院,19,硕士,14,0.5142951035162668,0.17386020498610436
883,F,艺术学院,19,硕士,14,0.5142951035162668,0.27842354818976833
884,F,艺术学院,19,硕士,14,0.5142951035162668,0.24888873514669307
885,F,艺术学院,19,硕士,14,0.5142951035162668,0.23108032183821337
886,F,艺术学院,19,硕士,14,0.5142951035162668,0.25885228392990656
887,F,艺术学院,19,硕士,14,0.5142951035162668,0.2822195588713926
888,F,艺术学院,19,硕士,14,0.5142951035162668,0.09719202075203752
889,M,机械工程学院,20,硕士,6,0.7081920903954803,0.19586578103471927
890,M,机械工程学院,20,硕士,6,0.7081920903954803,0.15603578154381534
891,M,机械工程学院,20,硕士,6,0.7081920903954803,0.2335136434661032
892,M,机械工程学院,20,硕士,6,0.7081920903954803,0.19433851224050566
893,M,机械工程学院,20,硕士,6,0.7081920903954803,0.1998932831130574
894,F,机械工程学院,20,硕士,6,0.7081920903954803,0.21678980153495184
895,F,能源与环境学院,20,硕士,12,0.6686073591057289,0.20087719298198833
896,M,能源与环境学院,20,硕士,12,0.6686073591057289,0.16046657621314972
897,M,能源与环境学院,20,硕士,12,0.6686073591057289,0.1294098077048021
898,M,能源与环境学院,20,硕士,12,0.6686073591057289,0.18743332782383443
899,M,能源与环境学院,20,硕士,12,0.6686073591057289,0.2071763820711022
900,M,信息科学与工程学院,20,硕士,1,0.7051756007393716,0.2129504354283625
901,F,土木工程学院,20,硕士,3,0.6401294498381876,0.2284179031563735
902,M,土木工程学院,20,硕士,3,0.6401294498381876,0.20302374058078848
903,M,土木工程学院,20,硕士,3,0.6401294498381876,0.1613608214467732
904,M,土木工程学院,20,硕士,3,0.6401294498381876,0.2336759946692084
905,F,土木工程学院,20,硕士,3,0.6401294498381876,0.138367493707001
906,M,土木工程学院,20,硕士,3,0.6401294498381876,0.1098628448140641
907,M,土木工程学院,20,硕士,3,0.6401294498381876,0.12376189075191499
908,M,电子科学与工程学院,20,硕士,9,0.5672328379334749,0.26980238445111127
909,M,电子科学与工程学院,20,硕士,9,0.5672328379334749,0.28505575639232733
910,M,自动化学院,20,硕士,13,0.6293706293706294,0.18541243702447585
911,M,自动化学院,20,硕士,13,0.6293706293706294,0.2053263403253831
912,M,自动化学院,20,硕士,13,0.6293706293706294,0.2744980166020001
913,M,计算机科学与工程学院,20,硕士,15,0.7337128399746996,0.23772928526098847
914,M,经济管理学院,20,硕士,11,0.5593798449612403,0.1415077519377651
915,M,经济管理学院,20,硕士,11,0.5593798449612403,0.17304540420792663
916,M,经济管理学院,20,硕士,11,0.5593798449612403,0.17972570065565457
917,M,经济管理学院,20,硕士,11,0.5593798449612403,0.2225855694689453
918,M,经济管理学院,20,硕士,11,0.5593798449612403,0.14514568297224223
919,M,经济管理学院,20,硕士,11,0.5593798449612403,0.12736434108507386
920,M,经济管理学院,20,硕士,11,0.5593798449612403,0.11412954933630971
921,F,经济管理学院,20,硕士,11,0.5593798449612403,0.11259077927359123
922,M,经济管理学院,20,硕士,11,0.5593798449612403,0.17275193798422828
923,M,电气工程学院,20,硕士,10,0.5771838851216593,0.321499800557154
924,M,电气工程学院,20,硕士,10,0.5771838851216593,0.3118126388955595
925,M,电气工程学院,20,硕士,10,0.5771838851216593,0.19431865286922811
926,M,电气工程学院,20,硕士,10,0.5771838851216593,0.20370331492791335
927,F,外国语学院,20,硕士,4,0.4865988909426987,0.34404117469379664
928,F,外国语学院,20,硕士,4,0.4865988909426987,0.42768722343386073
929,F,化学化工学院,20,硕士,2,0.5572176514584891,0.20107703814359706
930,F,化学化工学院,20,硕士,2,0.5572176514584891,0.1773337607280963
931,M,化学化工学院,20,硕士,2,0.5572176514584891,0.1894101565508233
932,F,法学院,20,硕士,7,0.4060192023633678,0.46708996662750896
933,F,法学院,20,硕士,7,0.4060192023633678,0.4508926297551905
934,M,法学院,20,硕士,7,0.4060192023633678,0.37438107225262185
935,F,法学院,20,硕士,7,0.4060192023633678,0.2985933933121921
936,F,法学院,20,硕士,7,0.4060192023633678,0.44640878877317874
937,M,法学院,20,硕士,7,0.4060192023633678,0.4648725997037207
938,M,法学院,20,硕士,7,0.4060192023633678,0.40550520978806526
939,M,法学院,20,硕士,7,0.4060192023633678,0.4388700147702385
940,F,人文学院,20,硕士,0,0.4201434410426467,0.23476061846186227
941,F,人文学院,20,硕士,0,0.4201434410426467,0.16893128055000597
942,F,人文学院,20,硕士,0,0.4201434410426467,0.16761779902817334
943,F,人文学院,20,硕士,0,0.4201434410426467,0.18909183168895766
944,F,人文学院,20,硕士,0,0.4201434410426467,0.21372229633473033
945,F,人文学院,20,硕士,0,0.4201434410426467,0.20689485274569958
946,F,人文学院,20,硕士,0,0.4201434410426467,0.2891911581375741
947,F,人文学院,20,硕士,0,0.4201434410426467,0.12347061604531771
948,F,人文学院,20,硕士,0,0.4201434410426467,0.13786501520571717
949,F,人文学院,20,硕士,0,0.4201434410426467,0.32498628998372575
950,F,人文学院,20,硕士,0,0.4201434410426467,0.22619069220946178
951,F,人文学院,20,硕士,0,0.4201434410426467,0.28238941850395355
952,F,艺术学院,20,硕士,14,0.5142951035162668,0.3030527949953659
953,F,艺术学院,20,硕士,14,0.5142951035162668,0.26035162668376544
954,F,艺术学院,20,硕士,14,0.5142951035162668,0.23084426253957827
955,F,艺术学院,20,硕士,14,0.5142951035162668,0.25175448205311535
956,F,艺术学院,20,硕士,14,0.5142951035162668,0.290147880380726
957,F,艺术学院,20,硕士,14,0.5142951035162668,0.20552547247381725
958,F,艺术学院,20,硕士,14,0.5142951035162668,0.11762741287897344
959,F,艺术学院,20,硕士,14,0.5142951035162668,0.1915342457037337
960,M,艺术学院,20,硕士,14,0.5142951035162668,0.21744909786044425
961,F,艺术学院,20,硕士,14,0.5142951035162668,0.23119628755476407
962,F,艺术学院,20,硕士,14,0.5142951035162668,0.2022431567285293
963,F,艺术学院,20,硕士,14,0.5142951035162668,0.2055922403874374
964,F,艺术学院,20,硕士,14,0.5142951035162668,0.23893109026983667
965,F,艺术学院,20,硕士,14,0.5142951035162668,0.2748007722637614
966,F,艺术学院,20,硕士,14,0.5142951035162668,0.2521266222392866
967,M,机械工程学院,21,硕士,6,0.7081920903954803,0.2200630666134895
968,F,机械工程学院,21,硕士,6,0.7081920903954803,0.2825015693651781
969,F,机械工程学院,21,硕士,6,0.7081920903954803,0.2231346191304821
970,M,机械工程学院,21,硕士,6,0.7081920903954803,0.26664210267672156
971,M,能源与环境学院,21,硕士,12,0.6686073591057289,0.1783185840703812
972,M,能源与环境学院,21,硕士,12,0.6686073591057289,0.11645707188297673
973,M,能源与环境学院,21,硕士,12,0.6686073591057289,0.38349029275019464
974,F,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.2087844379891312
975,F,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.22101927647163086
976,M,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.15142523591754098
977,M,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.234930170465672
978,M,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.23350685005926258
979,M,信息科学与工程学院,21,硕士,1,0.7051756007393716,0.23509704251332003
980,M,土木工程学院,21,硕士,3,0.6401294498381876,0.23676734987363515
981,M,土木工程学院,21,硕士,3,0.6401294498381876,0.19336312734329267
982,M,土木工程学院,21,硕士,3,0.6401294498381876,0.23047147661603934
983,M,数学学院,21,硕士,5,0.6766998118785272,0.4268715100469283
984,M,自动化学院,21,硕士,13,0.6293706293706294,0.14337290616293544
985,M,自动化学院,21,硕士,13,0.6293706293706294,0.2970533739750661
986,M,计算机科学与工程学院,21,硕士,15,0.7337128399746996,0.2321097515743569
987,M,计算机科学与工程学院,21,硕士,15,0.7337128399746996,0.27410840266454367
988,F,物理学院,21,硕士,8,0.5721231766612642,0.12074554294910458
989,M,经济管理学院,21,硕士,11,0.5593798449612403,0.25513953488332536
990,M,经济管理学院,21,硕士,11,0.5593798449612403,0.08777408637860146
991,F,经济管理学院,21,硕士,11,0.5593798449612403,0.27855813953445185
992,M,经济管理学院,21,硕士,11,0.5593798449612403,0.15713842746376525
993,M,经济管理学院,21,硕士,11,0.5593798449612403,0.24331782945698707
994,M,经济管理学院,21,硕士,11,0.5593798449612403,0.19005366726267495
995,M,经济管理学院,21,硕士,11,0.5593798449612403,0.10312215985014753
996,F,经济管理学院,21,硕士,11,0.5593798449612403,0.17102184637041842
997,M,电气工程学院,21,硕士,10,0.5771838851216593,0.22628946641620643
998,M,电气工程学院,21,硕士,10,0.5771838851216593,0.13351947879218115
999,M,电气工程学院,21,硕士,10,0.5771838851216593,0.2484377077506378
1000,M,外国语学院,21,硕士,4,0.4865988909426987,0.41984090308757666
1001,F,外国语学院,21,硕士,4,0.4865988909426987,0.25314917505188694
1002,F,外国语学院,21,硕士,4,0.4865988909426987,0.1616280766604069
1003,F,化学化工学院,21,硕士,2,0.5572176514584891,0.3068347757928399
1004,F,化学化工学院,21,硕士,2,0.5572176514584891,0.2253445880953335
1005,F,法学院,21,硕士,7,0.4060192023633678,0.26730322852873206
1006,M,法学院,21,硕士,7,0.4060192023633678,0.3916192948682025
1007,F,法学院,21,硕士,7,0.4060192023633678,0.39864339578562796
1008,F,法学院,21,硕士,7,0.4060192023633678,0.5158493353018541
1009,M,人文学院,21,硕士,0,0.4201434410426467,0.14389732911739242
1010,F,人文学院,21,硕士,0,0.4201434410426467,0.2604322040750596
1011,F,人文学院,21,硕士,0,0.4201434410426467,0.2946103278483207
1012,F,人文学院,21,硕士,0,0.4201434410426467,0.25591115909596984
1013,F,人文学院,21,硕士,0,0.4201434410426467,0.2718737639216067
1014,F,人文学院,21,硕士,0,0.4201434410426467,0.13407910646900323
1015,F,艺术学院,21,硕士,14,0.5142951035162668,0.1967433453825226
1016,F,艺术学院,21,硕士,14,0.5142951035162668,0.22009355269469713
1017,F,艺术学院,21,硕士,14,0.5142951035162668,0.25095427083555416
1018,F,艺术学院,21,硕士,14,0.5142951035162668,0.10778836674316826
1019,F,艺术学院,21,硕士,14,0.5142951035162668,0.12333323375038241
1020,M,机械工程学院,22,硕士,6,0.7081920903954803,0.21045825486444
1021,M,机械工程学院,22,硕士,6,0.7081920903954803,0.18798691644312046
1022,M,机械工程学院,22,硕士,6,0.7081920903954803,0.12932472423961316
1023,M,机械工程学院,22,硕士,6,0.7081920903954803,0.27935969868094346
1024,M,机械工程学院,22,硕士,6,0.7081920903954803,0.20283972643415793
1025,M,机械工程学院,22,硕士,6,0.7081920903954803,0.23357729840714708
1026,M,机械工程学院,22,硕士,6,0.7081920903954803,0.14822903085573078
1027,M,机械工程学院,22,硕士,6,0.7081920903954803,0.12681355932167565
1028,M,机械工程学院,22,硕士,6,0.7081920903954803,0.3115819209030746
1029,M,机械工程学院,22,硕士,6,0.7081920903954803,0.2181412429372369
1030,M,能源与环境学院,22,硕士,12,0.6686073591057289,0.2943642291562777
1031,M,能源与环境学院,22,硕士,12,0.6686073591057289,0.16847539201948034
1032,F,能源与环境学院,22,硕士,12,0.6686073591057289,0.2724661613802916
1033,M,能源与环境学院,22,硕士,12,0.6686073591057289,0.17057854813986492
1034,M,能源与环境学院,22,硕士,12,0.6686073591057289,0.23059606128951587
1035,F,能源与环境学院,22,硕士,12,0.6686073591057289,0.2813534184780053
1036,F,能源与环境学院,22,硕士,12,0.6686073591057289,0.35521064503967614
1037,F,能源与环境学院,22,硕士,12,0.6686073591057289,0.3187188978493791
1038,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.21120399932735606
1039,F,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.32730026699452003
1040,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.19009110113502423
1041,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.21064386937720894
1042,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.19607786506424196
1043,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.2100733998189704
1044,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.13753356816485504
1045,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.20958872458361927
1046,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.25034050004806446
1047,F,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.2806627387547428
1048,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.2577841162592043
1049,M,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.2924287382034298
1050,F,信息科学与工程学院,22,硕士,1,0.7051756007393716,0.21370147874257464
1051,M,土木工程学院,22,硕士,3,0.6401294498381876,0.2115937091916175
1052,M,土木工程学院,22,硕士,3,0.6401294498381876,0.09733300141046132
1053,M,土木工程学院,22,硕士,3,0.6401294498381876,0.24688114728038618
1054,M,土木工程学院,22,硕士,3,0.6401294498381876,0.24307045931929616
1055,M,土木工程学院,22,硕士,3,0.6401294498381876,0.1538036677450835
1056,M,土木工程学院,22,硕士,3,0.6401294498381876,0.1840756151431792
1057,F,土木工程学院,22,硕士,3,0.6401294498381876,0.19646448828993351
1058,M,土木工程学院,22,硕士,3,0.6401294498381876,0.10491065147015498
1059,M,土木工程学院,22,硕士,3,0.6401294498381876,0.19738158281805018
1060,M,土木工程学院,22,硕士,3,0.6401294498381876,0.22494306604290434
1061,M,土木工程学院,22,硕士,3,0.6401294498381876,0.13290857605149317
1062,M,土木工程学院,22,硕士,3,0.6401294498381876,0.2166285157992537
1063,M,土木工程学院,22,硕士,3,0.6401294498381876,0.16931559391069786
1064,M,土木工程学院,22,硕士,3,0.6401294498381876,0.2114347357061242
1065,M,土木工程学院,22,硕士,3,0.6401294498381876,0.1937634843577265
1066,M,土木工程学院,22,硕士,3,0.6401294498381876,0.16476687042994537
1067,F,土木工程学院,22,硕士,3,0.6401294498381876,0.17552943848256003
1068,M,电子科学与工程学院,22,硕士,9,0.5672328379334749,0.18128096249051212
1069,M,电子科学与工程学院,22,硕士,9,0.5672328379334749,0.22598597439281806
1070,M,电子科学与工程学院,22,硕士,9,0.5672328379334749,0.2633121019098963
1071,F,电子科学与工程学院,22,硕士,9,0.5672328379334749,0.24457955349588548
1072,M,数学学院,22,硕士,5,0.6766998118785272,0.17381261939129766
1073,F,数学学院,22,硕士,5,0.6766998118785272,0.2626769827006053
1074,M,自动化学院,22,硕士,13,0.6293706293706294,0.2570727518083955
1075,M,计算机科学与工程学院,22,硕士,15,0.7337128399746996,0.25798545224378255
1076,M,计算机科学与工程学院,22,硕士,15,0.7337128399746996,0.14786703211657123
1077,M,计算机科学与工程学院,22,硕士,15,0.7337128399746996,0.2094876660328306
1078,F,计算机科学与工程学院,22,硕士,15,0.7337128399746996,0.21933758840640982
1079,F,物理学院,22,硕士,8,0.5721231766612642,0.29100694011395795
1080,F,经济管理学院,22,硕士,11,0.5593798449612403,0.24817571059393048
1081,M,经济管理学院,22,硕士,11,0.5593798449612403,0.18568627450951602
1082,F,经济管理学院,22,硕士,11,0.5593798449612403,0.28453656892439877
1083,F,经济管理学院,22,硕士,11,0.5593798449612403,0.1376830318688649
1084,F,经济管理学院,22,硕士,11,0.5593798449612403,0.21148578811336718
1085,M,经济管理学院,22,硕士,11,0.5593798449612403,0.08565692705214308
1086,M,经济管理学院,22,硕士,11,0.5593798449612403,0.14246171298900207
1087,F,经济管理学院,22,硕士,11,0.5593798449612403,0.16831627906950647
1088,F,经济管理学院,22,硕士,11,0.5593798449612403,0.12335917312642372
1089,F,经济管理学院,22,硕士,11,0.5593798449612403,0.30606638839149525
1090,M,经济管理学院,22,硕士,11,0.5593798449612403,0.290876565294719
1091,F,电气工程学院,22,硕士,10,0.5771838851216593,0.30313522137892646
1092,M,电气工程学院,22,硕士,10,0.5771838851216593,0.26659200392640126
1093,F,外国语学院,22,硕士,4,0.4865988909426987,0.33643836948964095
1094,F,外国语学院,22,硕士,4,0.4865988909426987,0.3307942281303657
1095,F,外国语学院,22,硕士,4,0.4865988909426987,0.2705272886455054
1096,M,外国语学院,22,硕士,4,0.4865988909426987,0.2709873690683719
1097,F,外国语学院,22,硕士,4,0.4865988909426987,0.3470832880271011
1098,M,化学化工学院,22,硕士,2,0.5572176514584891,0.13634216431028207
1099,F,化学化工学院,22,硕士,2,0.5572176514584891,0.19480300142204773
1100,M,化学化工学院,22,硕士,2,0.5572176514584891,0.1858811345708438
1101,M,化学化工学院,22,硕士,2,0.5572176514584891,0.33078676496529313
1102,F,化学化工学院,22,硕士,2,0.5572176514584891,0.1937172774854621
1103,M,化学化工学院,22,硕士,2,0.5572176514584891,0.17999032073427787
1104,M,化学化工学院,22,硕士,2,0.5572176514584891,0.18076426191474237
1105,F,化学化工学院,22,硕士,2,0.5572176514584891,0.18534031413473945
1106,M,化学化工学院,22,硕士,2,0.5572176514584891,0.15840920227875227
1107,F,法学院,22,硕士,7,0.4060192023633678,0.12083948793675375
1108,M,法学院,22,硕士,7,0.4060192023633678,0.3936589002528893
1109,M,法学院,22,硕士,7,0.4060192023633678,0.2987444608561693
1110,F,法学院,22,硕士,7,0.4060192023633678,0.15197680631041427
1111,F,法学院,22,硕士,7,0.4060192023633678,0.17673368817774124
1112,M,法学院,22,硕士,7,0.4060192023633678,0.2544439035848666
1113,M,法学院,22,硕士,7,0.4060192023633678,0.28542136360049924
1114,F,人文学院,22,硕士,0,0.4201434410426467,0.08880697154307951
1115,F,人文学院,22,硕士,0,0.4201434410426467,0.3163414822238634
1116,F,人文学院,22,硕士,0,0.4201434410426467,0.1729653817584197
1117,F,人文学院,22,硕士,0,0.4201434410426467,0.18527742019668814
1118,F,人文学院,22,硕士,0,0.4201434410426467,0.2990606925269537
1119,F,人文学院,22,硕士,0,0.4201434410426467,0.2658594894730733
1120,F,人文学院,22,硕士,0,0.4201434410426467,0.2751255210593195
1121,F,人文学院,22,硕士,0,0.4201434410426467,0.271658255000376
1122,F,艺术学院,22,硕士,14,0.5142951035162668,0.1717392586597783
1123,F,艺术学院,22,硕士,14,0.5142951035162668,0.16015680014996453
1124,F,艺术学院,22,硕士,14,0.5142951035162668,0.12189321479821541
1125,M,计算机科学与工程学院,22,硕士,15,0.7337128399746996,0.2832384566712003
1126,M,机械工程学院,23,硕士,6,0.7081920903954803,0.16822706483675912
1127,M,机械工程学院,23,硕士,6,0.7081920903954803,0.24293785310665839
1128,M,机械工程学院,23,硕士,6,0.7081920903954803,0.20304456999314896
1129,M,机械工程学院,23,硕士,6,0.7081920903954803,0.1918314500936201
1130,M,机械工程学院,23,硕士,6,0.7081920903954803,0.2829421990430947
1131,M,机械工程学院,23,硕士,6,0.7081920903954803,0.14293785310694085
1132,M,机械工程学院,23,硕士,6,0.7081920903954803,0.20185633575407064
1133,M,机械工程学院,23,硕士,6,0.7081920903954803,0.1483590427216021
1134,F,机械工程学院,23,硕士,6,0.7081920903954803,0.22249916915856058
1135,M,机械工程学院,23,硕士,6,0.7081920903954803,0.18963569062872596
1136,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.14774103400058747
1137,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.15412979350996556
1138,F,能源与环境学院,23,硕士,12,0.6686073591057289,0.4103400093143681
1139,F,能源与环境学院,23,硕士,12,0.6686073591057289,0.2579933696807603
1140,F,能源与环境学院,23,硕士,12,0.6686073591057289,0.2859483160136604
1141,F,能源与环境学院,23,硕士,12,0.6686073591057289,0.31113181182973654
1142,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.09915445523247303
1143,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.2879932131206281
1144,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.3183422306610049
1145,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.19586632510434127
1146,F,能源与环境学院,23,硕士,12,0.6686073591057289,0.19370970509601151
1147,M,能源与环境学院,23,硕士,12,0.6686073591057289,0.1634103890369543
1148,F,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.19167180119076685
1149,F,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.12750671363273997
1150,M,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.2709969963025162
1151,F,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.19520381360009378
1152,M,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.16440014083229335
1153,M,信息科学与工程学院,23,硕士,1,0.7051756007393716,0.21627414111748103
