inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
90516,1043,50822,2024-06-02 11:23:00,2024-09-1915:21:40,2024-11-1120:32:07,2
25538,281,15273,2021-08-23 17:16:56,2021-12-1513:40:10,2021-11-1513:52:25,2
53877,284,30686,2023-09-08 15:43:18,2023-10-0920:50:49,,0
93214,200,52288,2022-05-26 18:17:37,2022-06-3017:02:22,,0
45556,311,27448,2023-06-30 21:37:00,2023-07-1811:56:06,,0
75949,378,42771,2021-08-14 16:18:31,2021-10-1320:15:57,,0
81770,715,45539,2024-09-29 13:53:50,2024-10-1117:46:06,,0
10807,83,6161,2022-03-06 08:55:23,2022-03-0608:54:43,,0
100267,1290,56674,2021-10-28 18:32:43,2022-03-3110:56:30,2024-11-1811:59:51,2
71365,1059,40791,2024-06-12 18:09:53,2024-06-1318:34:06,,0
48902,537,28698,2024-07-24 19:10:37,2024-08-1818:58:55,,0
88339,1196,49673,2024-05-19 17:37:57,2024-09-2119:18:39,2024-08-1521:13:39,2
32717,365,20480,2024-05-21 21:20:06,2024-05-2121:23:32,,0
80712,45,45033,2021-12-14 17:11:21,2022-04-1410:43:05,2022-03-1716:03:23,2
62617,957,34777,2021-01-06 12:41:19,2021-03-0110:51:12,,0
10462,519,6058,2022-06-10 18:20:57,2022-11-2712:21:25,2022-09-1118:22:24,2
32354,1372,20194,2022-12-14 18:53:40,2023-03-1611:45:24,2023-02-2215:10:24,1
19757,1331,11607,2022-03-17 15:07:41,2022-03-1818:43:27,,0
46859,1299,28201,2022-01-20 16:37:08,2022-02-1422:57:21,2022-02-1409:26:53,1
9520,1320,5468,2021-10-18 13:35:01,2021-12-3021:03:04,2021-12-1318:47:43,2
75968,10,42805,2022-05-02 20:13:46,2022-05-3110:48:15,2022-05-2811:09:16,1
28755,858,17503,2021-01-18 11:17:35,2021-02-2813:19:53,,0
39695,365,24823,2024-04-14 13:16:42,2024-04-1413:57:39,,0
88036,222,49483,2022-02-14 20:46:52,2022-04-2917:16:11,2022-04-1211:33:27,2
51698,174,30055,2020-11-13 17:57:49,2020-11-2020:54:14,,0
55581,35,31528,2022-01-02 13:03:21,2022-05-1615:22:54,2022-03-1612:28:19,2
76306,1386,42949,2023-05-31 14:12:24,2023-06-0521:16:27,,0
41837,489,25745,2024-12-01 18:16:06,2024-12-0118:16:47,,0
80612,617,44910,2024-01-04 21:08:58,2024-01-1221:14:10,,0
23277,1422,13741,2023-11-25 16:24:52,2024-01-1313:45:22,2023-12-2521:22:25,1
43746,805,26336,2020-12-03 19:32:23,2020-12-1817:32:36,,0
52480,272,30426,2022-06-21 19:14:42,2022-10-1319:03:33,2022-09-1320:29:32,2
23150,1186,13695,2023-12-25 19:05:29,2023-12-2918:16:25,,0
61644,345,34239,2022-09-05 16:48:27,2022-10-2609:34:38,2022-09-2611:45:09,1
42555,701,25221,2023-09-16 12:48:33,2023-10-1319:41:29,,0
65053,794,36615,2020-09-30 14:46:23,2020-12-0114:29:46,,0
28683,139,17462,2021-12-16 17:56:51,2022-02-1814:25:05,2023-02-2522:40:51,0
97063,834,54562,2020-11-04 14:06:27,2020-12-0516:50:00,,0
36234,1372,22887,2022-10-20 14:09:19,2022-12-1212:58:08,,0
92496,1156,51908,2024-06-23 20:38:53,2024-09-2917:08:58,2024-09-2211:53:47,2
31375,1447,19480,2024-09-25 17:39:43,2024-10-1418:16:36,,0
41960,514,24753,2021-12-17 21:48:09,2022-01-0319:04:51,,0
81267,1179,45295,2024-10-14 12:00:55,2024-10-2112:30:32,,0
50749,117,29756,2021-10-12 12:13:25,2021-12-1219:53:32,2021-11-0712:52:00,1
74330,152,42256,2021-12-25 18:39:59,2022-03-0618:46:14,,0
35964,489,22597,2024-03-24 20:11:47,2024-06-1509:45:24,2024-05-2108:05:34,2
65888,1447,37142,2024-09-20 13:25:37,2024-09-2509:44:46,,0
10679,599,5941,2023-11-17 17:05:34,2024-01-1314:12:11,2023-12-1416:08:12,1
73172,152,41785,2020-10-30 19:26:37,2020-11-0219:12:12,,0
40558,318,25247,2022-03-09 18:36:50,2022-03-2813:04:51,,0
22118,628,13119,2024-03-18 13:08:49,2024-03-1817:23:56,,0
26609,958,16072,2020-11-03 18:15:35,2021-01-2409:29:25,2021-01-0223:51:31,2
50364,1263,28517,2020-12-09 14:49:39,2021-01-2919:10:45,2021-01-0313:56:11,1
2658,962,1472,2021-12-18 22:02:50,2022-04-0616:40:19,,0
78825,1386,44104,2024-02-25 17:54:27,2024-04-3011:15:41,,0
85032,855,47679,2021-10-14 17:11:52,2022-01-0913:21:24,2021-12-0813:59:14,2
97233,1106,54678,2023-05-23 10:53:50,2023-08-0809:34:36,2023-06-1922:16:33,1
61127,1225,33958,2024-02-26 21:56:35,2024-04-3015:10:18,2024-03-2013:16:30,1
54906,991,31197,2022-02-15 18:39:23,2022-02-2318:41:52,,0
50639,465,29745,2024-08-22 20:15:51,2024-09-1221:56:29,,0
11158,151,6148,2022-09-30 21:42:31,2022-10-2323:47:53,,0
81046,465,45199,2023-06-25 21:57:05,2023-09-1811:37:09,2023-08-1811:34:43,2
30987,1001,19172,2021-10-11 17:54:02,2021-11-1718:45:54,2021-11-0918:08:58,1
23903,1267,14163,2020-08-18 19:00:10,2020-09-0921:05:16,,0
28065,353,17081,2023-06-09 14:54:26,2023-06-0918:16:36,,0
64979,977,36552,2022-06-21 11:07:48,2022-06-2711:09:09,,0
19544,934,11482,2020-12-04 16:11:37,2020-12-1718:06:08,,0
41695,453,25244,2023-12-09 21:56:36,2023-12-1121:03:16,,0
58433,469,32357,2023-06-15 20:51:42,2023-08-3115:51:05,,0
21686,1331,12831,2023-06-09 22:27:21,2023-06-1619:22:53,,0
97567,997,54848,2023-09-25 16:29:20,2023-10-2615:37:47,,0
80341,465,44862,2022-08-26 21:00:11,2022-09-1119:25:44,,0
60614,446,33647,2024-01-12 20:54:34,2024-05-0713:32:09,2024-03-1919:55:09,2
90919,1393,51114,2024-03-01 10:54:33,2024-04-2310:07:29,2024-03-2610:12:59,1
82194,222,45728,2021-05-31 16:55:40,2021-06-2616:36:10,,0
16970,1331,9711,2022-11-17 16:11:55,2022-11-1717:49:30,,0
49254,922,28570,2023-04-28 10:28:38,2023-06-2612:55:40,,0
26225,91,15748,2020-08-24 16:32:42,2020-08-3113:33:54,,0
102844,957,58518,2022-02-24 21:54:19,2022-03-0716:40:47,,0
35255,560,22034,2024-08-25 12:52:36,2024-09-2615:36:15,,0
71586,396,40926,2022-11-18 11:13:04,2023-03-2212:20:41,2023-02-2210:07:27,2
31458,37,19532,2020-10-26 16:08:51,2020-11-0215:53:59,2022-09-2321:40:16,0
82793,898,46108,2022-02-14 15:09:56,2022-04-0817:21:55,,0
17989,1274,10475,2020-09-21 14:05:07,2020-11-1114:14:26,,0
18242,1331,10620,2023-10-09 18:30:36,2023-10-0921:46:50,,0
14628,387,8394,2022-09-27 15:35:37,2023-02-2714:06:55,2022-11-2623:51:50,2
4665,944,2342,2020-12-09 15:39:26,2021-01-2115:01:09,2021-01-0120:27:05,1
41744,453,24719,2024-08-30 12:19:53,2024-10-0616:13:46,2024-09-2713:40:02,1
67494,1153,38062,2024-06-30 16:06:33,2024-09-0116:01:49,,0
12886,1085,7324,2023-06-08 10:59:26,2023-06-1717:23:46,,0
14065,504,8045,2023-06-10 21:16:56,2023-06-1917:47:02,,0
5621,64,3077,2021-01-03 18:02:58,2021-02-2809:57:17,,0
100554,1358,56870,2022-08-14 19:29:57,2022-09-2114:58:02,2022-09-1211:20:57,1
53579,67,30934,2022-03-11 16:19:30,2022-03-1915:09:36,2023-04-2119:00:18,0
61536,954,34121,2022-02-21 16:31:56,2022-02-2611:06:06,,0
97347,173,54716,2021-07-06 12:21:05,2021-07-2919:39:15,,0
83256,10,46449,2022-01-09 08:30:02,2022-02-1609:13:58,,0
72518,555,41457,2022-09-21 13:44:00,2022-12-1514:04:13,2022-11-1608:51:40,2
82934,1224,46208,2024-06-21 16:24:57,2024-09-0119:30:34,,0
47406,309,28576,2020-11-08 16:56:19,2020-12-2109:45:48,,0
49539,1112,28307,2023-05-19 16:17:45,2023-05-2215:59:18,,0
93693,119,52587,2020-10-11 19:14:44,2020-12-0913:15:16,,0
93225,420,52318,2022-09-21 13:38:12,2022-11-0322:24:12,2022-10-1920:42:21,1
69001,1044,39178,2023-06-29 15:56:54,2023-06-2917:42:35,,0
20757,1379,12223,2024-03-13 10:35:37,2024-03-1411:49:32,,0
62610,954,34668,2022-10-21 19:00:17,2022-11-2620:36:38,,0
58694,713,32222,2024-02-18 20:53:16,2024-05-1715:24:31,2024-04-1620:27:32,2
19635,1299,11535,2022-02-23 10:41:56,2022-02-2422:59:11,,0
4037,372,2290,2021-04-17 17:13:49,2021-07-1811:36:58,2024-05-0820:54:59,2
53020,25,30604,2021-12-27 17:09:20,2022-01-0408:12:02,,0
78421,82,43888,2020-09-02 08:19:55,2020-12-0311:13:30,2020-11-0212:46:54,2
71375,1006,40796,2023-09-26 12:22:56,2023-09-2612:20:46,,0
60603,443,33660,2023-02-25 10:54:04,2023-03-2610:59:29,,0
84107,1137,47095,2024-08-26 11:22:58,2024-08-2611:24:31,,0
70903,1085,40457,2024-12-22 10:09:54,2024-12-2217:32:06,,0
101044,1385,57189,2023-03-30 12:03:11,2023-08-2618:56:27,2023-05-2420:35:05,2
22373,1085,13302,2024-03-05 09:50:28,2024-03-0521:31:15,,0
46156,664,27821,2023-03-31 16:49:01,2023-04-0520:32:47,,0
37734,365,23768,2024-05-26 14:49:29,2024-05-2614:52:28,,0
10724,934,5986,2021-05-15 11:33:39,2021-06-0117:58:44,,0
19835,1331,11638,2021-07-07 18:48:31,2021-07-1115:25:20,,0
40595,327,25257,2021-08-06 20:12:13,2021-08-0910:00:28,,0
40451,311,24920,2024-04-14 12:38:44,2024-05-1609:40:44,2024-05-1221:41:53,1
38634,311,24221,2022-05-20 20:09:04,2022-05-2020:10:13,,0
30669,1273,18968,2024-10-13 17:23:03,2024-11-1816:35:49,2024-11-0523:12:13,1
14485,352,8288,2022-12-01 15:53:07,2022-12-1210:03:59,,0
32786,365,20537,2024-05-23 21:01:39,2024-05-2321:04:03,,0
102444,888,58218,2021-05-19 12:58:56,2021-06-2512:50:33,,0
77788,990,43496,2022-02-18 16:56:13,2022-02-2111:33:21,,0
3552,420,2059,2021-01-12 12:17:56,2021-03-2215:45:15,2021-03-1521:54:05,1
82085,1029,45670,2024-04-19 17:17:35,2024-08-2119:17:19,2024-06-1814:15:58,2
1422,166,833,2020-11-07 14:10:34,2020-12-2107:24:54,,0
17724,1208,10223,2024-02-29 19:49:09,2024-04-0116:55:00,,0
13508,934,7676,2021-03-18 09:17:33,2021-03-2417:50:42,,0
15024,645,8646,2023-10-18 11:05:49,2023-11-0911:38:05,,0
10742,1267,6123,2021-10-13 14:52:51,2021-12-2816:06:26,,0
12678,91,7164,2020-09-11 21:18:50,2020-09-2613:08:16,,0
62746,357,34920,2021-04-28 20:40:44,2021-05-0312:55:54,,0
79800,809,44521,2022-01-03 20:42:50,2022-03-1019:19:50,2022-02-1409:39:39,1
1496,548,855,2024-06-30 21:13:07,2024-08-0517:56:50,,0
100365,446,56719,2022-10-08 21:53:56,2022-11-1209:36:46,2022-11-0700:16:39,1
4980,1408,2719,2023-10-31 16:40:13,2023-11-2721:19:30,,0
7368,944,3944,2020-11-08 19:52:16,2020-12-0922:11:07,2020-12-0123:09:34,1
86010,1145,48363,2023-10-17 12:09:28,2023-12-1810:47:59,2023-12-0921:36:04,2
12764,844,7234,2020-10-20 16:58:05,2021-01-1117:22:55,2020-12-1302:14:20,2
45414,365,27347,2024-04-17 10:41:35,2024-04-1712:08:45,,0
17516,1331,10211,2023-04-07 16:31:57,2023-06-1521:39:50,2023-05-2821:48:15,2
12647,645,7131,2023-11-13 20:21:30,2023-11-1421:26:33,,0
30286,49,18672,2020-10-11 17:19:55,2020-12-2320:22:38,2020-12-0611:46:22,2
97578,1078,54853,2023-06-26 18:56:38,2023-08-3119:55:36,,0
81268,1318,45296,2024-01-24 19:31:51,2024-03-2510:12:22,2024-02-2211:33:56,1
86996,354,48887,2022-03-14 16:21:06,2022-06-2721:33:33,2022-05-1316:37:11,2
54433,370,31241,2024-04-12 12:38:44,2024-06-0321:40:18,2024-05-0921:42:48,1
29444,1299,18023,2021-09-14 09:29:30,2021-09-2816:50:25,,0
5300,316,2895,2023-10-26 21:32:07,2023-12-0415:46:34,,0
15067,115,8677,2022-03-04 13:44:41,2022-05-2213:49:26,2022-04-2802:46:01,2
72859,318,41620,2020-12-14 16:32:49,2021-04-1617:40:21,2021-03-1222:14:48,2
63504,504,35488,2024-06-15 18:51:03,2024-06-1518:51:46,,0
12120,1032,6765,2023-08-22 17:07:57,2023-12-0818:41:23,2023-10-2023:15:32,2
50982,448,29871,2022-02-14 15:03:51,2022-03-0807:52:03,,0
62924,965,35070,2021-03-23 13:10:35,2021-03-3015:09:56,,0
14540,916,8321,2022-01-04 21:28:10,2022-02-2719:15:38,,0
28312,412,17233,2021-04-26 17:15:00,2021-05-1510:38:05,,0
84769,1051,47515,2022-11-11 14:36:13,2023-03-0815:05:22,2023-02-2411:03:58,2
35756,311,22551,2023-04-21 11:39:36,2023-04-2408:59:41,,0
23655,1085,14002,2023-03-16 16:41:36,2023-04-0511:22:41,,0
71690,1428,40995,2024-05-13 19:37:17,2024-06-2018:26:47,,0
46371,1119,27951,2023-10-26 21:40:08,2023-12-2417:08:39,2023-11-2411:04:13,1
75849,1397,42725,2023-11-30 17:28:00,2024-01-0412:42:54,,0
87382,815,49118,2022-03-03 10:51:02,2022-03-0512:06:48,,0
65064,30,36622,2021-12-17 15:37:34,2022-02-2213:08:00,2022-05-1300:55:29,1
96928,763,54475,2020-09-02 15:02:48,2020-09-3012:59:40,2020-09-2409:44:09,1
44745,552,26855,2022-06-30 11:55:13,2022-08-2718:07:20,2022-08-1415:05:55,1
83956,121,46983,2022-02-26 11:01:27,2022-02-2611:01:53,,0
96698,1295,54294,2020-07-02 13:18:52,2020-07-0914:53:38,,0
26034,1375,15617,2023-02-20 21:43:04,2023-03-2918:11:55,,0
18607,939,10849,2021-04-18 15:23:11,2021-04-2815:49:59,,0
35743,311,22541,2023-11-06 21:41:03,2023-11-2610:41:07,,0
50372,1263,28579,2023-08-19 14:54:58,2023-08-2218:03:29,,0
80429,513,44898,2024-06-25 18:10:20,2024-08-2614:06:03,2024-07-2512:01:26,1
36983,1368,23246,2022-06-07 13:14:00,2022-06-2715:46:06,,0
85852,1277,48239,2022-02-23 09:34:21,2022-03-0215:56:12,,0
74304,1043,42247,2024-03-26 21:11:38,2024-06-0211:22:17,2024-05-2506:36:14,2
42228,616,25858,2022-09-09 08:29:29,2022-09-2017:47:08,,0
80028,896,44669,2020-11-24 17:37:39,2021-03-2213:37:36,2021-01-1915:46:02,2
66575,15,37600,2021-03-31 16:32:44,2021-06-0614:45:58,2021-04-2923:28:42,1
60861,1167,33839,2024-11-12 12:03:11,,2024-12-1211:17:34,1
5048,822,2779,2021-04-07 21:56:57,2021-05-1213:07:57,,0
81260,1364,45292,2023-09-26 18:36:08,2023-11-2914:02:43,2024-11-0920:00:29,1
93923,370,52697,2023-12-17 11:26:41,2023-12-2209:10:04,,0
50464,943,29643,2021-11-26 17:34:14,2021-12-0218:33:40,,0
46991,628,28283,2024-11-10 09:01:16,2024-12-0918:24:25,,0
16212,287,9463,2023-11-24 21:45:28,2024-02-2615:37:58,2024-01-1515:26:19,2
48055,318,28750,2023-12-09 15:40:44,2024-02-2616:26:22,2024-02-1713:41:51,2
65465,1260,36904,2024-09-20 17:09:49,2024-10-0912:26:53,,0
9764,311,5642,2024-03-13 12:20:01,2024-04-1412:38:31,2024-04-0712:17:08,1
26090,1375,15650,2024-10-25 15:10:52,2024-11-2721:53:07,,0
30007,710,18438,2024-04-07 06:14:00,2024-05-0408:28:57,,0
23139,888,13707,2021-08-10 18:58:26,2021-10-1612:17:30,,0
28772,963,17514,2022-03-12 08:31:02,2022-04-1118:02:00,,0
99724,230,56273,2020-01-09 21:52:13,2020-08-1008:54:54,,0
17722,1208,10274,2024-04-05 10:02:21,2024-06-0410:01:25,2024-04-3000:26:10,1
101500,1123,57537,2023-06-10 18:23:16,2023-08-3115:00:09,2023-08-2414:45:07,1
86711,912,48695,2020-09-25 14:30:05,2020-11-2513:15:22,2020-10-2018:47:21,1
85723,111,48148,2020-08-31 10:07:49,2020-09-1115:16:31,,0
76084,1147,42845,2024-09-08 17:23:23,2024-10-1316:52:42,,0
59585,463,33126,2024-06-20 17:00:19,2024-06-2316:28:08,,0
97707,977,54906,2023-10-21 12:24:02,2023-11-1919:30:06,2023-11-1612:54:08,1
76961,352,43231,2021-12-06 12:15:46,2022-01-0716:08:15,2022-01-0221:00:41,1
2535,1261,1428,2024-12-16 17:25:26,,,0
65800,440,37114,2022-09-05 18:36:41,2022-10-2416:51:04,2022-10-0520:01:18,1
51391,311,30020,2022-04-18 18:27:16,2022-05-2021:58:41,2022-05-1513:03:59,1
39513,247,24705,2022-07-14 16:13:49,2022-08-0413:07:38,,0
85808,1134,48214,2024-10-30 13:50:31,2024-12-0913:36:29,2024-11-2021:03:35,1
88344,1318,49676,2023-11-13 09:08:38,2023-12-1111:53:48,,0
88122,466,49538,2024-09-04 20:40:42,2024-11-1619:56:22,,0
40487,311,25192,2023-08-15 12:49:58,2023-08-1512:55:08,,0
84935,1106,47615,2024-11-04 15:23:36,2024-12-0919:37:45,,0
29414,1269,18004,2021-07-05 11:41:43,2021-07-1808:23:31,,0
30713,165,19000,2020-01-05 20:52:11,2020-08-1910:07:59,,0
90112,977,50610,2023-08-25 21:01:43,2023-11-1919:30:27,2024-02-2211:14:39,2
85548,967,48043,2022-04-11 16:55:35,2022-06-1020:39:49,2022-05-0321:45:55,1
28924,187,17639,2022-09-13 21:58:56,2022-11-1012:21:40,2022-10-0411:19:21,1
29542,1331,18105,2021-05-21 16:10:03,2021-06-0213:18:59,,0
9816,943,5675,2022-11-06 10:38:46,2022-12-2015:34:11,2022-11-2810:46:00,1
35652,265,22483,2021-06-06 19:36:02,2021-07-1610:38:17,,0
47958,307,28876,2021-12-07 17:36:05,2022-02-1511:24:33,2021-12-3011:22:20,1
97515,409,54737,2022-06-29 14:57:18,2022-08-1120:58:56,,0
66184,1200,37364,2024-10-24 21:48:19,,,0
86017,1322,48369,2021-03-31 10:55:11,2021-05-1315:40:28,2021-04-2510:30:49,1
41745,453,25721,2024-08-30 12:20:05,2024-08-3115:21:59,,0
43406,714,26250,2024-11-27 19:36:23,2024-11-2821:05:06,,0
24811,922,14750,2023-04-16 17:24:00,2023-06-2612:55:45,2023-05-0910:59:00,1
55533,1264,30752,2021-07-10 20:14:09,2021-12-1916:18:55,2021-11-1117:17:16,2
95942,409,53871,2021-07-05 12:13:37,2021-07-3015:15:59,,0
67286,337,38076,2023-05-27 20:10:36,2023-08-2514:52:21,,0
24522,1331,14429,2022-11-05 16:30:25,2022-11-0518:21:24,,0
100391,1,56739,2020-12-25 16:44:12,2021-01-1815:13:44,2020-11-0814:52:08,0
38509,71,24174,2020-09-26 18:05:36,2020-12-1415:03:08,2020-11-1715:29:03,2
48070,318,28950,2024-04-25 19:48:09,2024-06-0114:32:35,2024-05-2000:06:28,1
65847,1223,37136,2023-09-14 17:15:50,2023-09-2515:58:22,,0
19940,1331,11669,2023-11-29 13:35:08,2023-12-0120:51:34,,0
85858,33,48244,2020-08-25 20:08:01,2020-10-0119:04:47,2020-09-1520:03:52,1
82967,221,46229,2021-07-29 17:06:07,2021-08-2117:50:38,2024-06-0320:20:23,0
45371,365,27312,2024-04-18 13:04:31,2024-04-1817:42:32,,0
83401,1257,46543,2024-11-10 09:01:15,2024-12-2815:08:20,,0
35379,20,22258,2021-04-27 19:55:22,2021-04-2909:37:39,,0
18226,1331,10527,2021-12-04 08:30:09,2021-12-1715:57:59,,0
48920,555,29204,2022-10-27 16:28:46,2022-11-2616:43:12,,0
79036,926,44128,2020-11-09 13:22:10,2021-01-1911:57:29,2021-01-0816:21:50,2
65553,1223,36957,2024-04-24 18:45:26,2024-06-1715:50:10,2024-05-2415:29:48,1
33658,86,21114,2021-03-22 15:38:12,2021-06-2217:44:04,2021-05-1716:07:28,2
48413,504,29063,2024-10-17 11:00:18,2024-10-1711:00:48,,0
87943,1148,49435,2024-06-13 18:58:03,2024-10-1913:04:29,2024-09-1514:45:03,2
62562,885,34822,2021-04-10 21:57:41,2021-07-0913:07:27,2021-06-0409:20:12,2
64512,916,36189,2023-02-20 17:37:09,2023-04-2708:06:57,,0
12879,922,7319,2021-10-12 15:00:18,2021-12-3113:54:14,2021-12-0310:06:02,2
75796,665,42623,2022-11-09 17:16:59,2022-11-2616:07:06,,0
4090,273,2325,2023-03-09 18:35:58,2023-04-0117:08:03,2023-03-3116:06:55,1
76386,541,42966,2022-06-11 19:24:58,2022-08-0717:15:06,2022-07-0100:11:37,1
77749,194,43577,2024-04-22 11:57:44,2024-05-0614:57:57,,0
51603,359,30114,2020-12-11 18:33:58,2021-01-0915:34:29,,0
34722,1097,21813,2022-10-29 12:24:13,2023-02-1816:20:24,2022-11-2717:00:07,1
76982,198,43241,2020-10-21 16:38:23,2020-11-2321:08:38,2024-05-0310:58:38,0
33394,1149,20941,2024-11-09 13:52:27,2024-12-1618:45:32,,0
49598,1125,28773,2023-05-07 11:08:16,2023-05-2120:19:41,,0
25160,1375,15005,2023-11-21 20:54:20,2024-05-3115:47:47,2024-01-1902:04:42,2
80070,1131,44688,2024-01-21 21:45:08,2024-02-2121:04:29,,0
25986,171,15578,2021-10-17 21:21:42,2021-10-1721:23:38,,0
91248,466,51319,2023-06-16 17:59:00,2023-08-1716:54:19,,0
52123,518,30243,2024-04-28 20:07:37,2024-05-0213:34:24,,0
66004,1308,37227,2022-02-17 21:46:54,2022-06-1514:03:09,2022-05-1611:17:49,2
2700,668,1580,2024-09-10 15:27:44,2024-09-1021:52:30,,0
26273,610,15792,2023-05-06 17:09:17,2023-06-1417:41:19,,0
88543,977,49754,2022-08-19 18:39:53,2022-10-1515:14:58,2022-09-0915:58:11,1
27751,918,16435,2020-11-18 08:07:06,2020-12-1718:03:16,,0
15240,1331,8807,2022-03-17 15:07:44,2022-04-1416:47:29,,0
102835,1272,58509,2021-08-22 10:35:05,2021-08-2718:17:28,,0
17916,1008,10436,2023-12-09 19:27:29,2024-03-1721:55:39,,0
62081,800,34523,2020-12-18 15:48:48,2021-04-0115:07:04,2021-03-1616:33:42,2
41091,463,24867,2022-06-26 12:05:14,2022-08-1408:14:43,,0
9516,943,5464,2021-04-28 21:36:41,2021-05-0809:32:47,,0
11533,599,6515,2024-01-11 16:55:40,2024-02-2118:10:35,,0
66515,71,37565,2020-01-14 21:11:27,2020-08-2810:50:12,,0
11204,448,6235,2024-10-31 09:10:23,2024-11-1817:21:46,,0
16959,1331,9813,2021-05-29 08:30:03,2021-06-1815:52:44,,0
83175,336,46379,2022-09-19 09:32:32,2022-10-1911:51:57,,0
95246,806,52879,2021-01-19 18:51:25,2021-05-1919:08:01,2021-04-1215:13:56,2
45727,398,27375,2022-09-26 17:14:33,2022-09-2621:34:57,,0
6933,1264,3823,2024-03-01 17:49:53,2024-05-0611:26:11,2024-04-2514:42:18,2
61113,1220,33996,2023-12-27 11:44:43,2024-01-0312:13:26,,0
85114,114,47731,2022-08-01 09:54:55,2022-08-1010:46:00,,0
62456,550,34748,2023-12-19 21:45:24,2024-02-1916:15:29,2024-01-1221:12:18,1
12968,15,7380,2020-10-27 18:23:00,2021-01-1810:38:27,2020-12-2011:45:00,2
71075,1013,40600,2022-11-12 20:23:28,2023-03-0211:41:06,2024-05-0609:37:57,2
90308,896,50574,2021-06-30 16:28:25,2021-12-1418:12:59,2022-03-1408:57:54,2
5147,19,2844,2021-06-15 16:31:34,2021-07-0909:55:33,,0
48174,380,28993,2023-10-05 19:36:28,2023-11-1309:06:35,2023-11-0211:13:08,1
5974,270,3309,2022-04-25 21:52:09,2022-08-1018:09:27,2022-06-1816:32:09,2
93835,230,52657,2022-02-15 16:42:26,2022-04-0317:39:55,,0
31650,311,19678,2023-02-27 13:04:43,2023-05-2719:41:00,2023-04-2012:01:33,2
54816,699,31334,2023-11-09 18:09:04,2023-12-0121:11:15,,0
47111,41,28354,2021-06-28 14:33:52,2021-07-0314:23:01,2024-05-2213:44:39,0
42232,616,25833,2024-03-05 19:17:42,2024-03-1408:31:57,,0
17224,1331,10050,2024-05-06 16:29:48,2024-06-0521:40:53,2024-05-3017:52:50,1
85897,971,48278,2023-09-21 17:28:48,2023-11-2518:11:46,2023-10-2010:40:24,1
82421,126,45891,2021-03-20 20:10:00,2021-04-2107:52:29,2021-11-0800:20:49,0
53927,307,30617,2022-08-07 12:04:32,2022-08-2313:24:30,,0
78358,1304,43861,2021-12-12 18:31:50,2022-04-1320:09:00,2024-12-2009:55:55,2
85353,999,47896,2022-03-20 20:05:13,2022-06-1717:59:01,2022-05-1817:01:16,2
83490,943,46607,2022-01-08 17:57:34,2022-01-0817:57:50,,0
25432,58,15212,2021-08-06 14:46:10,2021-10-1517:47:07,2022-09-1019:24:49,0
84831,855,47550,2021-10-14 17:11:23,2022-01-0913:20:59,2021-12-0813:59:12,2
36361,960,22958,2022-11-04 17:09:51,2023-03-2712:33:00,2023-04-1817:33:34,1
90773,1422,50903,2023-10-15 16:04:54,2024-01-1313:45:28,2023-12-1210:52:38,2
14914,1081,8553,2024-05-23 16:14:20,2024-06-0815:18:07,,0
16723,1377,9611,2022-05-11 21:40:36,2022-05-2818:53:57,,0
48138,359,28984,2021-10-10 11:14:55,2022-01-0720:47:06,,0
3410,1043,2007,2023-10-25 11:45:37,2023-12-2216:36:52,2023-11-2310:02:50,1
91278,733,51339,2024-01-16 18:46:10,2024-04-1012:23:51,2024-03-1900:55:49,2
65457,1223,36897,2024-11-07 16:47:18,2024-11-1119:11:27,,0
77264,378,43363,2022-05-04 18:11:10,2022-06-0416:45:42,,0
23988,1186,14240,2023-12-25 19:05:16,2023-12-2918:16:31,,0
44956,321,26975,2020-12-17 21:21:51,2021-01-1117:59:12,2021-01-0815:55:25,1
60724,916,33653,2023-04-27 08:08:30,2023-06-2014:02:10,,0
79110,258,44198,2022-01-02 17:38:01,2022-05-1616:14:09,2022-03-1416:30:11,2
23468,214,13861,2022-08-25 17:43:54,2022-10-2911:40:34,2022-10-2208:31:49,2
16062,399,9372,2022-06-17 17:50:36,2022-08-1415:54:21,,0
85890,514,48273,2022-03-27 21:21:38,2022-05-1820:45:43,,0
26356,916,15862,2021-04-11 21:27:38,2021-04-1121:28:18,,0
71214,165,40697,2021-04-30 20:01:30,2021-05-1311:48:36,,0
72259,354,41382,2023-05-17 21:23:13,2023-06-2121:34:07,,0
39792,769,24657,2021-04-21 15:59:40,2021-04-2920:51:31,,0
56806,929,31962,2020-09-11 10:54:29,2020-09-1111:14:10,,0
87175,1137,48981,2024-12-10 19:22:00,,,0
65158,794,36684,2020-09-30 14:46:05,2020-12-0114:29:39,,0
51171,668,29948,2024-09-13 15:25:28,2024-10-2213:54:54,2024-10-0501:56:45,1
50607,502,29731,2022-01-05 13:36:10,2022-05-1618:34:58,2022-03-1408:16:34,2
91517,33,51488,2021-04-21 17:44:13,2021-06-2609:24:47,2021-06-1021:43:50,2
96477,1342,54212,2024-12-02 12:29:17,,2024-12-2515:05:32,1
67029,685,37896,2024-11-12 18:09:27,2024-12-1514:02:08,2024-12-0717:58:56,1
99850,345,56384,2022-09-09 11:33:33,2022-11-1617:01:55,2022-10-0614:58:06,1
31846,9,19834,2020-09-20 21:08:13,2020-10-2116:52:32,,0
49877,1168,28425,2023-10-21 20:03:33,2023-11-1718:32:10,,0
